"X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
72009,1,0,52,1,0.45764639,5276,8,0,2,0,2
99501,1,0.790978842,44,2,0.464841829,6100,9,0,3,0,2
92101,1,0.9999999,43,1,0.253807107,2166,3,0,0,1,0
23415,1,0.378180636,49,2,0.429494411,9750,18,1,2,0,2
26768,1,0.9999999,44,0,0.084031343,3700,2,2,1,1,0
66513,1,0.867379007,35,0,0.149591452,3181,5,0,0,0,0
147129,1,0.9999999,37,98,0.00757815,3166,0,98,0,98,0
138047,1,0.33697593,27,2,0.275494335,4500,9,0,0,0,0
80687,1,0.561019589,26,2,0.158914729,1547,5,0,0,2,1
75274,1,0.9999999,51,0,0,NA,1,0,0,0,5
88622,1,0.278554848,49,0,0.084525055,8600,4,0,0,0,0
22034,1,0.9999999,39,0,0.282034771,1552,1,1,0,0,1
8722,1,3383,31,0,0.096225944,4000,3,0,0,0,0
126507,1,0.299731926,45,0,0.061213939,9670,5,0,0,0,1
3874,1,0,71,1,0.141428991,3400,9,2,0,0,0
99711,1,0.978572449,38,1,1.084692267,1900,5,0,1,0,1
102794,1,0.966777409,56,0,8,NA,1,1,0,0,0
91037,1,1.008832843,38,3,0.316694664,12500,5,0,1,0,3
44239,1,1.054678999,49,2,1.004498875,4000,10,0,1,0,0
127452,1,0,46,0,0.214126725,6738,4,0,2,0,3
137061,1,0.398949601,56,3,0.212029859,6965,9,3,1,3,1
68477,1,0.9999999,47,1,535,NA,7,7,0,0,0
96199,1,1.165113182,29,3,0.189452637,4000,7,2,0,0,1
48220,1,0.857349322,36,1,0.776011561,2075,9,0,0,0,2
106446,1,0.118845291,47,1,0.263787257,11205,11,2,3,0,0
75579,1,0.833243597,37,0,1655,NA,5,0,1,0,1
149131,1,0.9999999,31,0,0.106723319,4000,5,0,0,3,0
74968,1,0.601577299,51,2,7048,NA,15,0,2,0,0
65069,1,1.389221557,37,0,0.748296229,2200,4,8,0,1,1
84061,1,0.38807648,43,1,0.548631579,14249,15,0,7,0,2
14831,1,0.246941495,50,0,0.059129391,15000,11,0,0,1,0
78292,1,0.540899301,37,1,1068,NA,11,0,0,0,0
43852,1,0.161939322,43,0,0.429337182,9700,14,0,2,0,0
85841,1,0.894210746,37,4,0.313171707,4000,6,3,0,2,3
137823,1,0.956886461,70,0,0.179937952,1933,4,0,0,0,1
105304,1,1.00554939,49,1,0.376221498,3683,5,0,1,0,0
37476,1,0.794051487,47,0,0.361130098,4388,7,0,0,0,3
126529,1,0.054442764,34,0,0.49978185,4583,14,0,2,0,1
7970,1,0.9750025,57,1,0.309327196,7386,3,0,1,0,0
66529,1,0.511096462,51,0,68,NA,3,0,0,0,0
125473,1,0.921659712,32,1,1.020326558,3000,7,0,1,0,0
118331,1,0.9999999,47,1,0.606901,3100,3,0,1,0,0
28062,1,0.9999999,38,2,0.704863424,1500,3,0,0,0,3
94665,1,0.485038057,57,4,1807,NA,8,2,2,0,0
145403,1,0.9999999,42,1,0.571473207,6400,4,0,2,0,2
16771,1,0.193303281,54,0,1.576430097,8425,8,0,5,0,2
136282,1,0.625687156,39,3,1.321861557,2556,6,1,1,2,1
73287,1,1.026906645,46,1,0.744130042,4982,13,1,3,1,2
6787,1,1.302325581,54,2,0.173036607,6200,3,1,0,1,1
131185,1,0.509543935,50,2,0.304690778,11916,11,0,3,2,2
125417,1,0.061301627,40,1,0.854557641,4475,9,0,2,0,4
56455,1,0.955671592,38,0,0.312089972,3200,9,0,0,0,0
116882,1,0.028203103,44,0,0.182304383,8600,15,1,1,1,0
57694,1,0.595777853,39,1,0.552093899,6900,12,1,2,0,1
54107,1,0.472459271,41,0,0.04806272,8800,10,1,0,2,1
54665,1,0.9999999,40,0,0.009996002,2500,1,0,0,0,0
9174,1,1.038845727,27,1,0.108297234,3000,4,1,0,0,0
117979,1,0.465116279,47,5,0.245709502,7166,4,1,1,0,1
39251,1,0.610167813,45,1,0.167098446,6175,6,1,1,0,4
56243,1,0.146731947,51,1,0.767842053,13016,35,0,4,0,3
26074,1,0.956087824,49,2,0.38548483,3361,5,0,2,0,1
12493,1,0.9999999,44,0,0.003792188,2636,0,2,0,0,1
118783,1,0,27,0,0,2300,2,0,0,0,0
24042,1,0.982134127,68,2,0.888422819,3575,13,0,2,1,0
47962,1,0.012138027,42,0,1061,NA,4,0,1,0,2
118889,1,0.945379176,34,2,2352,NA,8,1,1,3,2
27792,1,0,54,0,0.378419891,10416,11,0,2,0,2
43480,1,0.214494347,54,2,2792,NA,15,0,2,0,0
130611,1,0.165682403,57,0,0.301222028,6300,18,0,2,0,2
51092,1,0.626724349,32,0,0.173559823,4061,5,0,0,0,4
116195,1,0.944276737,65,5,0.436572635,17050,17,1,2,1,1
57034,1,1.08994004,48,3,0.097758955,17000,6,0,0,2,3
88673,1,0.9999999,43,0,0.442755826,2960,6,3,1,0,3
28561,1,0.942249667,37,6,0.074714023,12500,7,1,0,0,1
133107,1,0.781794913,67,1,0.335591252,5166,12,0,3,0,1
107157,1,0.09900003,62,0,0.019997143,7000,11,0,0,1,0
91341,1,0.541546949,73,2,0.635726011,6700,8,1,1,1,0
7095,1,0.460085808,38,0,8041,NA,10,0,4,0,0
130548,1,0,67,0,4623,NA,9,0,3,0,0
96039,1,0.601902646,73,0,1.676335878,1309,3,1,1,1,0
137189,1,0.558112716,68,0,0.44573985,14752,16,0,2,0,1
64175,1,0.441842805,25,1,0.202749141,3200,8,0,0,0,0
143525,1,0.989357036,48,0,0.526689244,6200,15,0,2,0,2
81502,1,0.90085438,46,1,0.532114184,4483,9,0,1,0,3
116836,1,0.175045097,39,0,0.587597197,10416,37,0,2,0,2
28225,1,1,59,1,0.085412668,2083,1,0,0,0,0
124315,1,0.860840581,43,4,0.37139368,6550,10,1,0,4,0
99214,1,0.373745733,42,1,0.525573524,5317,9,0,2,0,2
103354,1,0.9999999,33,0,2330,NA,8,0,2,0,4
34173,1,0.74537521,40,4,0.368051422,8400,20,0,1,0,0
108789,1,0.779512321,74,0,0.788605697,2000,11,0,1,0,0
145655,1,0.662359637,41,0,1290,NA,5,0,0,0,0
84220,1,1.12772998,48,1,1900,NA,4,0,1,2,0
108197,1,1.043350408,62,5,0.583542039,2794,16,5,0,5,0
15939,1,0.9999999,50,0,0,NA,0,0,0,0,0
22746,1,0.9999999,54,1,521,NA,1,0,0,0,0
62372,1,0.064098516,54,2,0.347708466,6283,9,1,2,1,3
144229,1,0.9999999,32,0,398,NA,2,0,0,1,NA
64607,1,0.000373511,41,1,5660,NA,15,0,4,0,0
103399,1,0.961012996,52,3,0.786340563,4333,6,4,2,0,2
10380,1,1.39800995,32,1,240,NA,3,1,0,0,0
75104,1,0.703859228,45,2,0.394699254,6300,5,3,1,3,3
22216,1,0.380144603,50,0,1.355389929,5500,19,0,1,0,2
6626,1,0.04112243,55,1,1.096903097,1000,8,0,1,0,1
132512,1,0.118887475,30,0,360,NA,3,0,0,0,0
114013,1,0.915394707,58,2,0.603046775,14900,14,0,6,0,0
39060,1,0.531766412,47,0,0.645153774,4291,11,0,2,0,2
95329,1,0.787511231,48,2,1.554174067,1688,6,1,1,1,3
64161,1,0.718801997,35,0,34,NA,3,0,0,0,0
50964,1,0.9999999,33,0,107,NA,1,0,0,0,0
111317,1,0.14010628,47,0,0.129925692,4440,5,1,0,2,3
37269,1,0.510818646,64,1,0.474397962,12166,25,0,3,0,0
33749,1,0.501214074,62,1,0.330667333,4000,17,0,0,1,0
140258,1,0,52,0,3642,NA,12,0,3,0,NA
141913,1,0.9999999,39,2,0.276391938,5010,2,1,1,0,1
27068,1,0.9999999,23,0,0.018838908,2600,2,0,0,2,2
125624,1,0,52,2,2292,NA,6,0,1,1,NA
30284,1,0.748634386,30,3,0.200933631,4926,7,0,0,2,3
47446,1,0.165743984,38,0,0.599612027,5154,4,0,2,0,2
84927,1,0.372030413,38,0,1.005247243,11243,9,0,6,0,1
136189,1,0.9999999,31,1,0.673023685,3250,3,3,1,0,2
13569,1,0.92062027,44,1,0.532435508,5271,9,0,1,0,2
58427,1,0.545914263,26,0,0.563575791,1800,6,0,1,0,0
134705,1,0.169381107,61,2,0.245039225,6500,14,0,1,0,0
96105,1,0.098770699,67,0,0.61267378,9278,11,0,3,0,1
58869,1,0.980028531,24,0,20,NA,1,0,0,1,0
73202,1,0.35076662,52,0,7610,NA,13,0,3,0,0
71157,1,0.9999999,36,4,0.913675602,2200,10,1,1,7,1
113575,1,0.876123876,41,1,220,NA,4,3,0,0,0
31021,1,0.199755828,56,1,0.522944116,2200,10,0,1,0,0
18778,1,0.304384671,59,1,0.360048744,10667,19,0,2,0,0
98757,1,0.302199372,29,0,0.228257248,3000,5,0,0,1,0
100760,1,0.543948195,67,1,1048,0,4,1,1,1,0
88511,1,1.036943418,31,0,0.553264019,5866,5,1,1,0,0
22018,1,0.069682744,47,0,0.414296134,5483,13,3,2,0,2
73505,1,0.9999999,62,0,49,NA,1,1,0,0,1
73726,1,0.252232775,44,0,0.463028536,4800,14,0,2,0,2
105422,1,0.9999999,25,0,41,NA,0,1,0,0,0
48684,1,0.888475137,53,6,0.30324516,11000,13,0,1,1,0
80972,1,1.159908624,30,2,0.108519752,2100,7,0,0,0,0
64606,1,0.522550544,28,1,0.345702749,5200,3,0,1,0,0
124999,1,1.153692615,62,1,448,NA,2,1,0,0,0
91083,1,0.649799773,46,0,0.336819172,4589,9,0,0,0,1
44864,1,1.074179743,28,1,0.063541435,4500,3,5,0,0,0
86725,1,0.750538561,39,1,0.287632105,3500,13,0,0,0,0
71565,1,0.921014296,73,0,0.437111883,9500,12,0,1,0,1
9074,1,0.840638276,58,1,0.775048902,4600,12,0,2,0,3
33336,1,0.218348872,43,0,2803,0,6,0,2,0,1
32203,1,0.846418883,58,3,0.392260774,10000,10,0,2,0,1
117505,1,0.320545274,51,4,0.530182758,5416,18,0,2,0,2
21843,1,0.9999999,67,1,0.205887799,5400,5,2,1,0,3
130909,1,0.123562661,63,4,1.273573522,5800,17,0,3,0,1
107648,1,1.065800162,70,2,624,NA,4,1,0,0,0
76270,1,0.859964437,71,0,3864,NA,20,0,2,0,0
101591,1,0.9999999,34,1,0.005998001,3000,0,3,0,0,0
91816,1,0.966394187,36,2,560,NA,5,1,0,0,0
137385,1,0.9999999,54,3,0.269481201,4760,4,1,1,1,2
58653,1,0.930560667,35,2,0.212223587,6511,15,0,0,0,2
104875,1,0.684144819,38,0,0.452499046,2620,3,0,1,0,2
105936,1,0.247898131,54,0,185,NA,6,2,0,1,0
23051,1,0.756044356,45,3,0.894323456,2800,7,3,1,1,2
135117,1,0.9999999,47,2,0.653738505,2500,2,1,1,1,0
90203,1,0.9999999,24,1,0.036654449,3000,4,2,0,0,0
126710,1,0.9999999,69,1,0.230265426,2900,4,2,1,3,0
13407,1,0.752066116,32,0,0.062734316,4000,3,0,0,0,1
72556,1,0.9999999,45,0,0.068839846,4938,1,2,0,1,0
39235,1,1.108254784,29,2,0.255561894,3505,5,4,0,1,2
7023,1,0.9999999,56,0,0.007001167,2570,0,1,0,0,4
76148,1,0.547564444,39,2,1.681366048,3015,7,1,1,0,3
46094,1,0.683047168,33,0,0.530698659,7084,12,0,2,0,0
54504,1,0.9999999,26,0,0,864,1,0,0,0,0
31893,1,0.838208561,45,2,1206,NA,6,0,0,2,0
129684,1,0.587127113,59,10,4793,NA,26,3,2,2,0
122950,1,0.969037252,60,7,0.383110835,6441,7,0,2,0,2
133084,1,1.01175779,52,2,1.366255144,1700,8,0,1,0,0
71700,1,0.9999999,26,0,0.053982006,3000,1,0,0,0,0
93375,1,0.943839061,43,1,0.33903577,4500,8,1,1,1,2
6085,1,0.173902309,53,0,1.079730067,4000,10,0,2,0,2
74820,1,0.9999999,39,0,0,3431,0,2,0,1,1
44900,1,0.936319945,50,0,2280,NA,8,0,1,0,NA
14842,1,0.648533964,54,0,0.402726683,4620,9,0,1,0,2
27379,1,0.389861858,46,2,1255,NA,11,0,2,0,0
141005,1,0.997152506,59,2,2313,NA,12,1,0,0,2
136027,1,0.941346501,31,0,0.324421389,2505,5,0,0,0,0
99366,1,0.04077472,42,1,0.043191362,5000,7,0,0,0,0
101114,1,0.898550725,46,2,0.738793937,3100,17,0,1,0,2
144914,1,0.991008991,24,1,250,NA,8,0,0,1,0
40090,1,0.770871521,31,2,0.151744057,4500,5,0,0,0,1
68974,1,0.9999999,34,2,0.249401523,4594,7,1,1,0,0
143103,1,0.990377964,55,1,1637,NA,10,0,0,2,0
115937,1,0.691623789,45,0,0.56922715,8500,17,0,4,0,1
97453,1,0.704154952,28,0,3.547277937,348,5,0,0,0,4
80763,1,1.246073298,33,2,0.16495876,4000,5,1,0,0,0
64082,1,0.9999999,51,0,0.008703481,3331,0,3,0,0,0
86152,1,0.751249519,41,0,0.027459344,3750,2,2,0,0,1
14961,1,0.842078961,55,0,1394,NA,4,0,0,1,0
33304,1,0.9999999,71,2,0.426476264,2590,6,1,1,0,0
138437,1,0.992006395,40,2,0.049568372,39964,7,0,1,0,1
60841,1,0.9999999,31,0,0.197782705,2254,2,0,0,0,1
92241,1,0.798898072,70,0,0.150670355,4698,3,0,0,1,0
52306,1,0.32644201,61,0,0.700573257,7500,17,0,3,0,0
92238,1,0.991806694,41,2,2995,NA,13,0,2,0,0
136664,1,0.965172471,32,0,0.764705882,1750,5,0,1,2,1
58894,1,0.799913761,55,0,0.685566225,6560,21,0,2,0,1
73142,1,0.573740372,52,0,0.096975756,4000,2,0,0,1,0
7505,1,0.9999999,59,1,0.966726619,1111,0,4,0,1,2
24971,1,0.991856823,31,4,0.854458217,2500,12,1,2,0,2
58837,1,0.28456058,50,0,5474,NA,11,0,4,0,2
514,1,0.913140498,37,2,1.620344914,4000,16,0,3,0,1
26897,1,0.9999999,43,0,0.108018386,3915,1,3,0,1,0
42705,1,0.033242436,54,0,0.207858638,4300,6,0,1,0,0
108245,1,0.918081918,43,0,413,NA,2,0,0,0,NA
4908,1,0.962993506,42,0,0.425616322,3528,7,0,0,0,2
64653,1,0.148131057,44,0,0.293308891,12000,7,1,2,1,3
79248,1,0.203434903,28,4,0.448946947,3750,10,0,1,1,2
6715,1,0.9999999,61,0,97,NA,2,0,0,0,0
144411,1,0.9999999,50,0,0.31934033,2000,2,3,0,0,0
40411,1,0.156623272,43,2,0.863917526,2424,11,2,1,1,3
49793,1,1.007984032,34,0,0.109396914,3564,2,0,0,0,1
117310,1,0.629482072,30,0,4094,NA,7,0,3,0,0
16864,1,0.963780919,56,1,802,NA,9,0,0,0,0
118663,1,0.9999999,35,3,0.588258628,2520,6,3,2,3,0
23738,1,0.488033857,63,1,1537,NA,5,0,0,1,NA
138193,1,0.902209779,33,0,0.547390522,3333,5,0,1,0,0
55284,1,0.885670657,54,3,1.027919544,3330,15,0,2,0,2
65349,1,0.922514901,26,1,776,NA,6,0,0,2,0
97090,1,1.149501661,49,1,0.208391365,5743,6,0,1,2,2
87103,1,0.140060234,56,2,1.099686173,5416,52,0,2,0,0
96535,1,0.9999999,43,0,312,NA,2,0,0,0,0
92816,1,0,28,2,0.314166032,2625,6,1,0,0,0
131620,1,0,50,3,0.711269123,9281,7,0,1,0,2
17787,1,1.016347978,58,1,0.134957826,3200,3,0,0,0,0
107216,1,0.504225114,65,5,0.280843221,8680,13,1,1,0,1
149083,1,0.906632555,60,0,0.578005788,3800,15,0,0,0,0
145676,1,1.115128449,34,1,0.132099553,4700,4,0,0,0,1
149642,1,0.932005787,60,1,0.567599762,10073,17,0,3,0,0
13028,1,0.897131553,24,0,0.554447853,1303,6,0,0,0,0
89449,1,0.377623144,44,1,0.185881219,8300,5,0,1,0,2
99829,1,1.02334292,59,5,1375,NA,9,6,0,2,0
144681,1,0.262340081,53,4,0.589978829,2833,16,0,1,0,0
34665,1,0.028968819,59,1,0.418292083,6100,8,0,2,1,0
64491,1,1.054627484,53,2,0.532759902,9416,15,0,1,1,3
88295,1,0.9999999,46,0,232,NA,1,1,1,1,0
47830,1,0.428823256,32,0,0.530734633,2000,10,0,0,0,0
32273,1,0.909882486,60,0,0.378929686,4166,9,0,0,0,0
14217,1,0.128191394,58,1,0.389553178,4766,7,1,2,1,1
38187,1,0.9999999,26,1,0.487926728,1200,4,0,0,1,0
66995,1,0.739907884,37,4,0.349766888,10080,14,0,1,0,1
22973,1,1.096665418,36,3,146,NA,5,1,0,0,0
143785,1,0.668198838,41,0,0.555294118,8924,9,0,2,0,3
148794,1,0.9999999,45,0,6514,NA,7,0,3,0,0
109715,1,0.900119422,43,1,1493,NA,14,0,0,1,NA
38772,1,0.724931839,24,0,97,NA,4,0,0,0,NA
62439,1,1.114540317,52,4,0.47184466,514,5,1,0,1,0
65615,1,0.267233741,41,0,0.273171583,5728,6,0,1,0,3
101221,1,0.720656716,68,0,1473,NA,13,0,0,0,0
103808,1,0.930389718,61,4,0.186172745,10500,13,0,0,0,2
25869,1,0.387700439,62,1,0.501933076,7500,11,2,2,0,1
75618,1,0.999821906,34,0,0.173669468,4283,3,0,1,0,2
64155,1,0.985002586,56,4,0.428350356,3230,6,2,1,0,0
56647,1,0.747836292,49,2,3114,NA,8,0,1,0,4
141383,1,0.331012319,51,4,0.213939041,5150,3,0,1,1,1
59126,1,0.013555221,36,1,0.406990361,11100,14,0,2,0,0
40717,1,0.922275671,47,0,1892,NA,10,1,1,1,2
20014,1,0.9999999,30,0,0.024180423,4300,7,1,0,0,1
20950,1,0.553131533,36,0,0.630619101,6250,9,1,1,0,0
113924,1,0.091130531,33,0,0.512090038,11372,12,0,6,0,0
90348,1,0.272942745,65,0,0.712990937,5295,6,3,1,1,0
108687,1,0.748915299,53,2,1251,NA,6,2,1,0,0
122549,1,0.030361446,45,0,0.245930334,5712,8,0,1,0,0
4678,1,0,31,2,0.331795463,2600,3,3,0,0,0
44180,1,1.016611296,29,0,0.007438017,1209,1,0,0,0,0
36239,1,0.64940239,25,0,7,NA,2,1,0,0,0
60641,1,0.906290957,57,0,2158,NA,5,4,2,2,6
22847,1,0.528364125,45,0,0.868852459,2744,17,0,1,0,0
65167,1,0.110755698,70,2,0.237712022,8076,10,0,1,0,1
138443,1,0.961038961,49,2,0.212248608,8800,3,0,1,3,1
63502,1,1.128368727,31,1,0.192992112,5450,4,0,0,1,1
119374,1,0.558985371,63,0,0.186854191,3483,11,0,0,0,0
144967,1,1.155527795,23,1,687,NA,3,1,0,1,0
146254,1,0.9999999,28,98,0,1664,0,98,0,98,0
43632,1,0.50059976,26,0,37,NA,3,0,0,0,1
33315,1,0.555981467,44,0,0.225729051,5417,6,1,0,0,1
92693,1,0.919246245,61,5,1.032653061,6124,16,0,8,5,0
144289,1,0.365661176,51,1,3374,NA,13,0,2,0,0
13596,1,0.836027329,54,0,0.339688445,4300,5,3,1,1,0
107707,1,0.997681159,43,5,2752,NA,14,0,2,1,0
31388,1,0.922467459,52,0,0.098485408,13534,8,6,0,2,4
61417,1,0.508745627,52,2,0.189944134,3400,5,0,0,0,0
1339,1,0.617025827,26,0,0.160912815,3417,5,0,0,0,0
12652,1,0.006629548,49,0,0.492796821,4025,23,0,2,0,1
36869,1,0.909036051,37,0,0.900774806,4000,12,0,0,0,2
71118,1,0.269850967,64,5,0.598208707,4800,17,1,1,0,0
137650,1,0.959858197,53,1,0.576115486,5333,15,0,1,0,0
1340,1,0.409985282,69,1,0.279980823,14600,15,0,2,0,0
101048,1,1.487279843,33,1,548,NA,4,2,0,0,0
54361,1,0.701555984,53,0,0.417014938,24166,19,0,1,0,0
44462,1,0.784431138,36,2,0.520741732,5230,3,2,1,0,0
65796,1,0.9999999,58,0,0.104271779,8918,1,1,0,1,0
46547,1,0.960407918,28,3,0.251566458,7500,4,0,1,1,0
56132,1,0.732326767,37,4,0.299717453,4600,9,0,0,0,2
16298,1,0.658913317,54,2,1.196497794,7480,15,0,4,0,2
5566,1,0,54,0,8,NA,3,0,0,2,0
100084,1,0.989263236,49,1,0.154169955,3800,9,1,1,0,1
104752,1,0.874402434,46,2,0.030777256,1916,2,0,0,0,2
108338,1,0.246424187,53,1,0.588601267,9000,17,0,3,1,1
128526,1,1.160557407,43,3,0.38626087,11499,9,1,1,1,2
61299,1,0,58,1,0.619584193,6300,6,1,2,0,3
50169,1,0.002099619,43,0,0.746875521,6000,19,0,2,0,0
137842,1,1.465534466,29,1,136,0,1,3,0,0,0
2278,1,0.93549709,55,0,0.4502933,6477,10,0,2,0,0
2421,1,1.305389222,63,1,0.182890855,1355,3,0,0,1,0
112437,1,0.846048487,33,1,1120,NA,5,0,0,0,0
79837,1,0.9999999,51,0,1498,NA,1,1,1,0,NA
29494,1,0.968832696,24,0,0.09352518,1250,5,0,0,0,0
38970,1,0.868519508,35,0,0.054363674,4800,3,2,0,1,3
120688,1,0,54,1,1.013170273,5314,8,0,4,0,0
93279,1,1.047998171,41,6,0.97600349,4583,14,1,1,2,1
115542,1,0.918944793,26,1,313,NA,7,0,0,2,0
139171,1,0.973253175,65,0,1.529646902,1500,8,0,1,1,1
6410,1,0.958027981,29,3,0.26691103,3000,8,0,0,2,0
80379,1,0.957264957,41,1,0.159694817,3800,3,0,0,0,3
27848,1,0.484648087,69,4,0.021958243,8333,7,3,1,1,0
91161,1,1.021989005,45,1,2189,0,5,1,1,0,4
43866,1,0.9999999,51,1,0.261873813,10000,3,2,1,3,3
40862,1,0.962911289,54,1,0.40475,3999,5,0,1,1,0
5521,1,0.9999999,24,0,0,1100,0,0,0,0,0
149297,1,0.25036339,45,0,0.110990059,7342,4,2,0,0,5
62880,1,1.020932916,57,4,826,NA,9,1,0,0,0
16965,1,0.073747856,40,1,0.127971562,4500,6,1,0,0,0
37188,1,0.882790896,48,0,153,NA,0,1,0,0,0
39210,1,0.9999999,56,1,0.116289199,4591,3,0,0,0,0
100557,1,0,28,0,62,NA,1,2,0,1,0
137310,1,1.550759392,45,3,0.268878019,6541,6,13,0,1,0
60233,1,0.716916601,35,0,0.021450645,5500,4,0,0,1,3
105869,1,1.072618254,40,1,0.259891712,2400,8,1,1,4,2
126798,1,0.9999999,35,0,0.042898792,2400,1,2,0,0,0
3918,1,0.246529772,56,0,0.51465576,4400,8,1,2,0,0
27115,1,0.9999999,33,0,0,2912,1,5,0,0,0
25617,1,0.9999999,25,1,0.065524625,2334,0,0,0,0,0
82305,1,0.908144554,51,0,1.011198507,7500,14,0,2,0,2
87409,1,0.9999999,39,0,0.288136949,12500,7,0,2,0,0
101960,1,0.9999999,23,98,0,NA,0,98,0,98,0
92751,1,0.999484589,48,0,0.721652197,3800,16,0,2,0,1
68309,1,1.026096074,36,2,1.247567568,2774,12,1,1,0,0
141103,1,0.385857033,58,0,345,NA,5,0,0,1,0
116979,1,0.467022643,48,1,0.921599683,5050,17,0,3,0,3
104874,1,0.105131582,60,1,1.315835906,6800,11,0,4,0,0
1187,1,0.087649402,27,0,0.009995457,2200,2,0,0,1,1
62759,1,1.383592018,34,1,54,NA,1,1,0,0,0
136639,1,0.998313659,36,1,0.027992002,3500,2,0,0,0,0
7604,1,1.080209043,25,0,0.212950891,2300,4,1,0,1,0
122766,1,0.777231374,37,0,0.615521327,8439,10,0,4,0,2
98622,1,0.915405716,40,2,0.337266273,10000,11,0,1,1,0
11186,1,0.600626321,32,1,0.507436787,4033,13,0,0,0,0
78437,1,0.600179464,32,3,1144,NA,4,0,1,0,1
35590,1,0.9999999,30,0,0.467213115,1463,6,1,0,1,0
52877,1,0.824476301,42,1,0.716467648,3600,6,0,1,0,3
143719,1,0.943449523,51,1,0.357767597,2400,3,0,0,0,0
23269,1,0.377586446,57,1,0.17817078,7576,6,1,0,0,1
26157,1,1.015074604,30,0,0.136561955,4583,3,0,0,0,5
45760,1,0.138012154,39,1,0.352973417,3648,5,0,1,0,1
43845,1,0.857142857,32,0,0.053936065,7100,3,0,0,0,2
3989,1,0.406654055,55,1,4239,NA,12,0,2,1,0
143867,1,0.31665219,67,1,0.457023933,4804,12,0,1,0,0
119336,1,1.114942529,51,4,0.174885207,10017,9,2,1,0,1
10474,1,0.523462094,47,2,0.569574734,6395,11,0,1,0,2
29943,1,0.030053886,46,1,0.556708885,10500,14,1,3,0,2
108635,1,0.156800059,39,0,0.544874521,4701,13,0,2,0,2
93954,1,0.938503416,64,0,1725,NA,4,1,0,0,0
49848,1,1.041916168,30,0,0.113963438,2570,4,4,0,0,3
1734,1,0.9999999,27,98,0,2700,0,98,0,98,0
125468,1,0.425388058,30,0,0.207597468,3000,5,0,0,0,0
91175,1,1.254104211,25,0,0.080254042,1731,4,1,0,1,0
82516,1,0.596827785,44,1,3972,NA,15,2,1,0,0
40747,1,0.714413914,54,3,1726,NA,5,0,0,3,0
123340,1,0.9999999,40,0,0.347041007,8583,3,2,1,1,3
5204,1,0.840035548,44,1,0.661267746,5000,6,0,2,0,1
119928,1,0.377395007,60,0,0.137997788,3615,4,0,0,0,0
79536,1,0.043149829,42,0,0.468318661,9200,16,0,6,0,3
111514,1,0.960803931,40,1,0.606922851,3408,23,1,0,0,2
128515,1,0.934604905,27,1,0.019986676,1500,2,1,0,1,0
39814,1,0,32,0,0.088182792,2800,4,0,0,0,0
134347,1,0.573339112,38,0,0.253286428,5400,10,1,0,0,0
23639,1,0.903946248,52,0,1.706146927,2000,9,0,2,1,0
39004,1,0.775736287,27,1,0.390724799,3600,8,0,0,0,1
11480,1,0.712306747,60,2,0.738910595,4350,16,5,1,0,0
131573,1,0.265926906,69,0,0.204829309,1200,7,0,0,0,0
142651,1,0.849551857,62,1,0.395393474,4167,21,0,0,0,0
147943,1,0.583708146,64,1,0.113644335,2850,6,0,0,0,0
36627,1,0.533291945,60,1,1.690344646,3800,17,0,2,0,0
136340,1,1.003322259,38,0,0.002249438,4000,1,0,0,0,0
124402,1,0.325534893,46,0,0.149050723,3528,9,0,0,0,1
137927,1,0.9999999,38,1,0.186271243,3000,0,2,0,0,2
41646,1,0.604386116,38,1,0.321712381,3900,4,1,1,0,2
124520,1,0.083967661,62,0,0.258471017,3570,15,1,1,0,1
15411,1,0.055560386,43,2,0.495834722,3000,4,0,1,0,1
66885,1,0.703703704,52,0,0.03992016,500,2,0,0,0,0
149440,1,0.9999999,34,98,9,NA,0,98,0,98,0
21264,1,0.185868386,38,0,0.430214486,3216,11,0,1,0,3
145757,1,0.469417446,47,0,0.582075986,5500,17,0,2,0,4
136419,1,0.996003996,41,3,0.41170871,2100,5,1,0,0,3
94474,1,0.998545545,44,2,0.640235976,10000,12,4,2,0,3
115172,1,1.729693742,40,2,0.38328792,1100,4,0,0,2,1
91204,1,1.072583632,28,4,0.339871612,2803,12,1,0,3,0
126960,1,0.923166736,42,0,0.614530104,4500,7,2,1,2,1
2436,1,0.9999999,40,0,0.024168236,3185,1,3,0,0,2
122244,1,0.006419954,47,2,4,NA,3,6,0,0,NA
80524,1,0.567829174,82,0,0.47631397,5783,12,0,1,0,0
81237,1,0.515498591,68,4,0.056314562,3000,5,0,0,0,0
28179,1,0.97872026,46,0,1.222168752,6233,7,1,2,1,1
38323,1,0.520417391,81,1,1.535916824,1057,15,0,2,2,0
46122,1,0.9999999,28,0,0.603132289,3000,6,1,0,0,2
130039,1,0.006554813,50,3,0.043935758,5416,9,0,0,0,0
43233,1,0.302587177,60,0,0.283097352,12500,5,0,1,0,1
129337,1,0.295852074,35,0,21,NA,2,1,0,1,0
132099,1,0.842768478,73,2,0.666940654,6082,19,2,6,1,0
107208,1,0.9999999,24,1,0.148243359,3500,2,1,0,0,0
111632,1,1.035928144,22,0,0.00394633,3800,1,0,0,0,0
