,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
109966,0,0.658118325,57,0,0.357025995,5500.0,28,0,1,0,0.0
4780,0,0.58913847,44,0,0.134086591,10000.0,15,0,0,0,0.0
52355,0,0.096532742,52,1,0.230353929,6667.0,9,0,1,0,3.0
83317,0,0.000364653,95,0,0.0,2500.0,14,0,0,0,0.0
88405,0,0.6015468,44,1,687.0,,5,0,1,0,2.0
56359,0,0.080867221,51,0,1781.0,,5,0,1,0,0.0
47706,0,0.38521765,61,0,0.359300146,4800.0,10,0,0,0,3.0
48901,0,0.190972903,45,0,0.234330962,7450.0,6,0,1,0,1.0
96808,0,0.0,74,0,0.000374953,2666.0,3,0,0,0,0.0
106534,0,0.010085805,67,0,0.851742275,3041.0,8,0,4,0,1.0
145840,0,0.037498947,47,0,0.03074558,1300.0,11,0,0,0,0.0
129149,0,0.0,72,0,33.0,,9,0,0,0,0.0
21201,0,0.013694601,53,0,0.314027551,6750.0,8,0,2,0,2.0
29466,0,0.195866847,29,0,0.441619353,4050.0,13,0,1,0,0.0
147236,0,0.52725153,37,0,2410.0,,7,0,1,0,0.0
44478,0,0.000265819,64,1,1988.0,,11,0,1,0,3.0
71608,0,0.20099196,57,0,150.0,,2,0,0,0,1.0
124900,0,0.822913551,62,0,0.923704288,3800.0,10,0,2,0,0.0
112528,0,0.174327403,69,0,0.786360473,4310.0,9,0,4,0,0.0
118173,0,0.089391061,65,0,0.226485652,12300.0,6,0,1,0,0.0
66532,0,0.173385824,43,0,0.305897602,10800.0,12,0,2,0,1.0
28162,0,1.496493864,48,0,0.466785159,4500.0,18,0,1,0,0.0
62140,0,0.014247538,83,0,0.452586207,3943.0,18,0,1,0,0.0
24124,0,0.073314602,49,0,0.338721241,15342.0,9,0,1,0,2.0
13753,0,0.109080993,71,0,0.293263509,4200.0,5,0,1,0,0.0
123585,0,0.571713762,63,0,0.350214816,7680.0,10,0,1,0,1.0
113142,0,0.223583587,73,1,80.0,,3,0,0,0,0.0
98572,1,0.751696065,66,0,0.665256681,5200.0,10,1,1,0,1.0
8757,0,0.37119293,53,0,0.188102079,11833.0,11,0,2,0,0.0
138713,0,0.091717813,64,0,739.0,,4,0,0,0,0.0
83611,0,0.005110884,74,0,0.000315756,9500.0,3,0,0,0,0.0
20391,0,0.003649818,62,1,1587.0,,7,0,1,0,
113806,0,0.040663823,61,0,0.450938649,5166.0,16,0,1,0,1.0
29225,0,0.111509502,68,0,744.0,,10,0,0,0,1.0
18378,0,0.026423281,67,0,570.0,,9,0,1,0,0.0
950,0,0.040547951,74,0,0.020736901,5400.0,5,0,0,0,0.0
21065,0,0.028903,43,0,0.004072566,2700.0,5,0,0,0,0.0
57906,0,0.175835734,79,1,0.800369117,3250.0,8,0,1,0,0.0
42156,0,0.142270768,43,0,0.196408061,9576.0,10,0,2,0,1.0
9580,0,0.668998824,58,2,0.449503795,3425.0,9,1,1,1,1.0
131661,0,0.9999999,49,1,0.893092986,5602.0,7,0,2,0,0.0
133169,0,0.166208448,49,0,505.0,,4,0,1,0,0.0
148206,0,0.002846674,60,0,0.220868479,3200.0,11,0,1,0,0.0
70602,0,0.11730369,94,0,69.0,,2,0,0,0,
146023,0,0.9999999,61,1,0.0,3888.0,0,0,0,0,2.0
95732,0,0.017578485,33,0,0.252731948,9333.0,7,0,1,0,0.0
55389,1,0.9999999,36,2,0.332426812,6250.0,10,2,1,1,0.0
82573,0,0.0,46,0,0.1619928,22500.0,9,0,3,0,0.0
32430,0,0.073415187,74,0,1269.0,,16,0,1,0,0.0
96963,0,0.241934635,28,0,0.024351226,5625.0,5,0,0,0,0.0
91006,0,0.050024275,56,0,0.02179782,10000.0,7,0,0,0,2.0
52962,0,0.007074825,80,0,3617.0,0.0,11,0,5,0,0.0
59730,0,0.167245289,46,0,0.348279781,9678.0,8,0,2,0,3.0
105262,0,0.878546327,60,0,0.284245108,7000.0,8,0,2,0,0.0
117628,0,0.02039898,87,0,12.0,,2,0,0,0,
91232,0,0.052504193,57,0,73.0,,8,0,0,0,
70673,0,1.004997501,42,0,0.357071214,1993.0,4,0,0,0,0.0
78740,0,0.0,37,0,0.434416524,7600.0,11,0,2,0,1.0
143618,0,0.391505829,67,0,0.276885438,9400.0,12,0,1,0,1.0
2150,0,0.276054839,54,0,8260.0,,10,0,2,0,0.0
131231,0,0.113289156,70,0,0.52073963,2000.0,10,0,1,0,0.0
130863,0,0.850037491,41,0,0.229293994,4744.0,7,0,0,0,0.0
86001,0,0.0,64,0,0.207158568,5000.0,7,0,0,0,0.0
82525,0,0.012623067,47,0,0.143246682,5500.0,7,0,1,0,2.0
83268,0,0.887404604,49,0,0.454462128,12000.0,14,0,2,0,2.0
15804,0,0.089426016,48,0,0.254562471,6410.0,5,0,1,0,4.0
118631,0,0.0,47,0,0.192087812,4372.0,2,0,1,0,2.0
96814,0,0.008695391,63,0,0.002050756,3900.0,2,0,0,0,0.0
14359,0,0.519263354,62,1,1.986621612,14500.0,31,0,2,1,1.0
114171,0,0.546122024,64,3,0.648522551,4500.0,6,0,1,0,0.0
74276,0,0.044726748,68,0,0.175343607,2400.0,26,0,1,0,0.0
53256,1,1.023809524,41,1,0.526792093,4198.0,5,1,1,1,2.0
37977,0,0.06340248,41,0,0.333333333,8000.0,8,0,1,0,0.0
35041,0,0.288632182,44,0,3840.0,,10,0,1,0,2.0
51815,0,0.101885391,35,0,0.258296681,2500.0,7,0,0,0,0.0
111075,0,0.570298335,40,0,0.257914029,3000.0,5,0,0,0,1.0
134113,0,0.268514798,43,0,0.743851387,3821.0,7,0,2,0,0.0
94639,0,0.32500861,38,0,0.338227297,9194.0,12,0,1,0,3.0
37591,0,0.18130994,39,0,0.373008435,3200.0,5,0,1,0,1.0
76098,0,0.028406355,81,0,0.006766696,3398.0,5,0,0,0,0.0
13059,0,0.9999999,38,0,0.056448598,2674.0,0,0,0,0,1.0
66438,0,0.024791959,63,0,0.159384197,8833.0,7,0,1,0,0.0
128506,0,0.77378726,59,0,0.920036347,2200.0,7,0,2,0,1.0
75482,1,0.022255555,40,4,0.026303646,2166.0,16,0,0,0,0.0
91317,0,0.136049377,66,0,0.342069383,6600.0,11,0,1,0,1.0
69274,0,0.0,77,0,1452.0,,2,0,1,0,0.0
51268,0,0.402023919,40,0,0.588074895,5500.0,5,0,1,0,0.0
107289,0,0.0,64,0,0.304316233,6880.0,6,0,2,0,0.0
15302,0,0.09725163,38,1,0.04217233,3295.0,10,0,0,1,1.0
15880,0,0.9999999,74,0,508.0,,4,0,0,0,0.0
91255,0,0.212156122,59,1,0.247347618,4806.0,13,0,0,0,0.0
21285,0,0.207545482,48,0,0.207960773,10400.0,11,0,1,0,0.0
124092,0,0.18970997,62,0,0.631661716,5722.0,27,0,1,0,1.0
109715,1,0.900119422,43,1,1493.0,,14,0,0,1,
47312,0,0.094672066,37,0,0.41256525,5363.0,11,0,1,0,3.0
75912,0,0.065468302,28,0,40.5,1.0,6,0,0,0,0.0
114260,0,0.0,78,1,0.065319679,3612.0,6,0,0,0,0.0
29257,0,0.009273023,41,0,1778.0,,8,0,2,0,0.0
122899,0,0.018320974,70,0,921.0,,12,0,2,0,
77261,0,0.934431857,41,0,0.189963676,7432.0,6,0,0,0,3.0
118118,0,0.069987616,51,0,0.389244943,9985.0,17,0,4,0,0.0
90626,0,0.013368696,52,0,4106.0,,6,0,1,0,0.0
52614,0,0.002707805,79,0,0.001666111,3000.0,5,0,0,0,0.0
126760,0,0.035967425,50,0,0.104579084,5000.0,5,0,0,0,0.0
21974,0,0.676453432,41,3,3124.0,,8,0,1,0,3.0
130273,0,0.012505346,80,0,0.00299976,8333.0,6,0,0,0,0.0
60328,0,0.233485034,54,0,2638.0,,13,0,3,0,0.0
12725,0,0.040393674,36,0,0.193033382,6200.0,4,0,1,0,0.0
88945,0,0.042377233,57,0,0.292299701,7700.0,8,0,1,0,2.0
93629,0,0.418050604,25,1,0.259389671,2555.0,5,0,0,0,0.0
10629,0,0.023628754,30,0,0.008170676,2202.0,2,0,0,0,0.0
148616,0,0.383844027,32,0,0.420948617,7083.0,12,1,2,0,2.0
14304,0,0.368567455,60,0,8511.0,,8,0,3,0,0.0
53247,0,0.275710138,73,0,2963.0,,18,0,2,0,0.0
66790,0,0.025838966,75,0,0.004498875,4000.0,6,0,0,0,0.0
112944,0,0.113704492,66,0,0.467949569,7534.0,11,0,2,0,0.0
71338,0,0.9999999,55,0,0.204227364,3500.0,2,0,0,0,0.0
69434,0,1.117504543,49,1,0.274894271,2600.0,8,1,0,1,0.0
2466,0,0.444033966,57,0,0.366860773,11333.0,18,0,2,0,0.0
54921,0,0.004166319,28,0,0.197183099,2200.0,4,0,0,0,0.0
56929,0,0.9999999,56,0,35.0,,0,0,0,0,0.0
88578,0,0.154499929,63,0,0.40771526,4691.0,12,0,2,0,2.0
112738,0,0.065640485,47,0,0.379231538,7000.0,15,0,1,0,0.0
78658,0,0.767194622,52,0,0.401895247,13612.0,16,0,1,0,2.0
48303,0,0.039753062,61,0,0.085336538,6655.0,7,0,2,0,0.0
60948,0,0.381764713,50,0,0.753595398,7300.0,12,0,2,0,3.0
111527,0,0.049557671,68,0,35.0,,5,0,0,0,
6848,0,0.159371985,62,0,0.227208976,1425.0,9,0,0,0,0.0
33325,0,0.04979917,33,0,0.53042563,15200.0,11,0,3,0,0.0
19332,0,0.0,57,1,0.356498415,4100.0,3,0,1,0,2.0
118297,0,0.058459809,42,0,0.008486977,6833.0,4,0,0,0,3.0
142579,0,0.0,83,0,0.0,1998.0,4,0,0,0,0.0
107566,0,0.166525652,63,0,0.016995074,4059.0,6,0,0,0,1.0
83005,0,0.023332556,82,0,0.21720306,6928.0,4,0,1,0,0.0
126060,0,0.010757602,80,0,8.0,1.0,14,0,0,0,0.0
124225,0,0.063692962,54,0,0.026571955,3800.0,10,0,0,0,1.0
124478,0,0.9999999,25,0,241.0,,1,0,0,0,3.0
98225,0,0.11854383,24,0,27.0,,1,0,0,0,0.0
30851,0,0.295415374,34,0,0.254686328,4000.0,7,0,1,0,0.0
132212,0,0.985213017,60,0,0.569945625,4045.0,3,1,1,0,0.0
81502,1,0.90085438,46,1,0.532114184,4483.0,9,0,1,0,3.0
142727,0,0.256665472,49,0,0.679100173,5200.0,23,0,1,0,2.0
113202,0,0.0,57,0,0.362694301,7333.0,9,0,1,0,1.0
40322,0,0.966695591,50,1,0.216254821,7000.0,6,0,0,0,3.0
75554,0,0.005943922,34,0,0.257097161,2500.0,10,0,0,0,0.0
53949,0,0.171908788,62,0,0.393939394,6500.0,13,0,1,0,0.0
45730,0,0.024104281,44,0,0.275611308,11000.0,11,0,2,0,3.0
76689,0,0.453801031,66,1,0.919360213,3000.0,19,0,4,0,0.0
133605,0,0.092168216,74,0,0.035438552,7900.0,4,0,0,0,0.0
48247,0,0.185866365,62,0,0.164473684,4407.0,17,0,0,0,1.0
111325,0,0.010353625,48,0,0.518577707,7508.0,7,0,3,0,3.0
117101,0,0.050894579,28,0,0.307790753,6250.0,9,0,2,0,0.0
23482,0,0.094627126,58,0,0.048065369,4160.0,4,0,0,0,1.0
79706,0,0.406857625,50,0,0.332404828,14000.0,6,0,1,0,1.0
66339,0,0.015886876,38,0,0.398260174,10000.0,7,0,1,0,1.0
17531,0,0.772465515,36,2,0.579003181,6600.0,12,0,2,1,2.0
98136,0,0.565791228,56,0,1271.0,,3,0,1,0,0.0
62130,1,0.973781592,26,2,0.403438625,2500.0,6,2,0,0,0.0
137230,0,0.102842451,77,0,0.006269592,3189.0,5,0,0,0,0.0
94964,0,0.128697956,64,0,0.421830005,10764.0,10,0,3,0,1.0
149179,0,0.185640718,35,0,0.323718873,10400.0,7,0,2,0,1.0
63037,0,0.0,75,0,3.0,,8,0,0,0,
138752,0,0.9999999,71,0,0.115442279,2000.0,1,0,0,0,0.0
103182,0,0.0,50,0,0.176064323,9700.0,8,1,1,0,0.0
73450,0,0.105563888,47,0,0.306373862,5600.0,16,0,2,0,2.0
65072,0,0.403040492,48,0,4250.0,,13,0,1,0,0.0
78436,0,0.142788778,76,0,0.361055578,2500.0,21,0,2,0,0.0
96353,0,0.729333484,37,0,0.113322541,10500.0,6,0,0,0,0.0
85983,0,0.681761711,44,1,0.903419316,1666.0,8,0,0,0,4.0
137166,0,0.820042369,64,0,0.390303453,8600.0,9,0,2,0,0.0
122911,0,0.498465092,65,0,0.833047652,5833.0,18,0,2,0,2.0
31021,1,0.199755828,56,1,0.522944116,2200.0,10,0,1,0,0.0
26345,0,0.041643075,52,0,0.279202883,9433.0,8,0,2,0,1.0
74423,0,0.002059192,63,0,0.028906463,7333.0,8,0,2,0,0.0
28956,0,0.9999999,69,0,0.0,,0,0,0,0,
139031,1,0.9999999,37,0,0.334832584,2000.0,3,3,0,1,2.0
105609,0,0.003106899,55,0,0.000535695,28000.0,6,0,1,0,0.0
64893,0,0.010913117,69,0,0.074925075,2001.0,12,0,1,0,0.0
4591,0,0.744500151,66,0,1.905547226,1333.0,7,0,3,0,0.0
149015,0,0.096445395,52,0,0.402288635,9000.0,12,0,2,0,1.0
104704,1,0.391910037,52,0,0.559863448,4100.0,6,0,1,0,3.0
17343,0,0.91606587,61,0,0.248675584,19064.0,9,0,0,0,0.0
32195,0,0.10156179,64,0,2374.0,,7,0,1,0,1.0
141061,0,0.048011197,46,0,0.016231475,4250.0,5,0,0,0,0.0
9361,0,0.69539217,52,0,2056.0,,7,0,1,0,0.0
110885,0,0.567264526,40,0,0.369736233,2160.0,5,0,0,0,0.0
27930,0,0.066794576,37,0,2128.0,,8,0,3,0,0.0
136939,0,0.018810501,80,0,0.135802469,2915.0,12,0,0,0,0.0
72976,0,0.106057474,40,0,0.112149533,3316.0,7,0,0,0,3.0
94739,0,0.604342237,39,0,0.386888973,7916.0,9,0,2,0,3.0
53239,0,0.0,44,0,3034.0,,10,0,2,0,0.0
34989,0,0.0,52,0,1997.0,,7,0,1,0,0.0
50251,0,0.024277839,33,1,0.487671617,7137.0,9,0,2,0,0.0
147547,0,0.0,71,0,0.0,5000.0,3,0,0,0,0.0
103223,0,0.059944866,51,0,0.320585726,7033.0,13,0,1,0,0.0
111752,0,0.736823832,59,0,0.13436417,3750.0,3,0,0,0,1.0
54471,0,0.318157755,37,0,0.693256912,14829.0,20,0,13,0,3.0
148361,0,0.078601773,65,0,0.013507429,8883.0,12,0,0,0,0.0
139033,0,0.029877496,50,0,2953.0,,18,0,3,0,0.0
119386,0,0.038760982,63,0,933.0,,4,0,1,0,0.0
36781,0,0.007293903,44,0,0.861914844,4250.0,5,0,2,0,0.0
77911,0,0.07838999,79,0,0.490412813,4432.0,13,0,2,0,0.0
71465,0,0.018196125,39,0,0.433779642,6198.0,11,0,1,0,0.0
75434,0,0.262707627,38,0,0.51105097,6650.0,10,0,1,0,0.0
82848,0,0.55584026,51,0,0.335214032,8152.0,8,0,1,0,3.0
132333,1,0.887946998,42,0,0.887868464,6750.0,19,0,2,0,2.0
114538,0,0.017521358,57,0,382.0,,10,0,1,0,0.0
84162,0,0.026494923,39,0,2.453183521,800.0,8,0,2,0,2.0
21849,0,0.092169031,47,0,0.481564804,8000.0,5,0,1,0,1.0
54452,0,0.191930985,65,0,0.326670831,1600.0,18,0,0,0,0.0
80552,0,0.278165675,43,0,3989.0,,11,0,2,0,0.0
126025,0,0.032701819,33,0,0.129774045,5000.0,10,0,0,0,0.0
138870,0,0.003769086,42,0,0.000754432,2650.0,4,0,0,0,0.0
126477,0,0.00259987,44,0,0.000402901,2481.0,7,0,0,0,0.0
1251,0,0.0,84,0,0.0,,1,0,0,0,0.0
100004,0,0.148141976,67,0,0.213649852,7750.0,5,0,1,0,0.0
84062,0,0.032097692,56,0,0.23854468,6568.0,12,0,2,0,0.0
104485,0,0.214917871,69,0,0.675396723,7750.0,18,0,4,0,0.0
54863,0,0.030067463,93,0,0.004544628,5500.0,3,0,0,0,0.0
94412,0,0.020449644,76,2,0.294117647,6000.0,11,0,1,0,1.0
3371,0,0.9999999,45,0,9260.0,0.0,7,0,4,0,4.0
140767,0,0.018538105,61,0,28.0,,4,0,0,0,0.0
7896,0,0.004753709,54,2,0.690268838,2640.0,10,0,1,0,2.0
26144,0,0.052786344,48,0,0.247731303,9586.0,19,0,3,0,0.0
68546,0,0.644080668,74,0,0.315324675,1924.0,7,0,1,0,1.0
146076,0,0.0,67,1,0.39103669,4060.0,5,0,1,0,0.0
133315,0,0.54770179,34,0,0.190361928,5000.0,4,1,0,0,2.0
126072,0,0.64125885,56,1,0.409606267,4850.0,9,0,1,0,2.0
131182,0,0.31546765,47,0,0.442357612,6548.0,8,0,2,0,3.0
13203,0,0.009188022,56,0,0.125857675,5100.0,11,0,1,0,0.0
64217,0,0.9999999,79,0,0.0,,1,0,0,0,0.0
84822,0,0.032789608,77,0,0.026683842,10867.0,4,0,1,0,0.0
60777,0,0.279865277,41,0,0.614704088,9833.0,8,0,2,0,0.0
64144,0,0.156339456,53,0,0.213527009,11014.0,10,0,1,0,2.0
126942,0,0.019321215,79,0,0.001624797,8000.0,2,0,0,0,0.0
69833,0,0.650478812,65,0,0.528136379,12083.0,8,0,2,1,2.0
27053,0,0.018063758,67,0,0.234086242,4382.0,14,0,1,0,0.0
94970,0,0.082952748,39,0,0.914618909,2400.0,9,0,2,0,0.0
38586,0,0.017099145,75,0,0.005997001,3334.0,3,0,0,0,1.0
136890,0,0.9999999,57,0,0.209025302,11500.0,6,0,2,0,2.0
65694,0,0.266437713,72,0,2001.0,,12,0,1,0,1.0
19824,0,0.150354802,82,0,893.0,,13,0,0,0,
63905,0,0.0124531,79,1,0.224555089,5000.0,20,0,1,0,0.0
38629,0,0.636910507,42,0,1.25524109,3815.0,9,0,1,0,4.0
136859,0,0.9999999,61,0,0.0,4167.0,0,0,0,0,0.0
141307,0,0.9999999,32,0,0.00055991,1785.0,1,0,0,0,0.0
74156,1,0.509993154,41,0,0.17378969,16565.0,8,0,0,0,2.0
40340,1,1.527192009,46,1,0.020217729,4500.0,3,3,0,4,2.0
90203,1,0.9999999,24,1,0.036654449,3000.0,4,2,0,0,0.0
126989,0,0.362903047,65,1,0.117988201,10000.0,7,0,0,0,0.0
5231,0,0.603336028,38,0,0.294487289,3500.0,5,0,0,0,1.0
24987,0,0.645439163,73,0,0.339704605,1150.0,4,0,0,0,0.0
24678,0,0.292807807,35,0,0.374805599,4500.0,9,0,1,0,2.0
36417,0,0.091592673,38,0,0.244783681,15000.0,6,0,3,0,1.0
137741,0,0.717136168,34,0,0.190923132,8416.0,7,0,0,0,0.0
80865,0,0.080412615,54,0,0.276396161,4583.0,8,0,1,0,0.0
126806,0,0.221115558,40,0,0.496867084,7500.0,12,0,1,0,3.0
44345,0,0.001905509,83,1,0.007998,4000.0,26,0,0,0,0.0
38962,0,0.296908344,32,0,0.225554435,3967.0,10,0,0,0,0.0
75724,0,0.011691724,75,0,0.003024803,8264.0,5,0,0,0,0.0
67694,0,0.066357001,68,0,1067.0,,9,0,1,0,0.0
146899,0,0.007077238,89,0,0.011535049,2253.0,10,0,0,0,0.0
5210,0,0.181771987,63,0,0.345126221,5426.0,11,0,1,0,1.0
63702,0,0.254987251,49,0,0.444911018,5000.0,22,0,2,0,0.0
105129,0,0.015365548,38,0,0.460711607,12000.0,19,0,3,0,1.0
145767,0,0.367072659,43,0,0.384903731,5868.0,9,0,1,0,0.0
45858,0,0.0,39,0,1402.0,,5,0,1,0,3.0
76210,0,0.022395521,38,0,0.203750451,2772.0,4,0,0,0,0.0
70835,0,0.019444044,47,0,0.221325348,7680.0,5,0,2,0,0.0
60786,0,0.041558618,49,0,72.0,,6,0,0,0,0.0
96054,0,0.00379962,54,0,295.0,,2,0,0,0,0.0
88588,0,0.537072305,72,0,0.695888658,6250.0,24,0,2,0,1.0
106277,1,0.946553508,49,2,1.508692903,12653.0,16,0,4,1,1.0
83720,0,0.629115959,56,0,0.498016188,6300.0,8,0,1,0,0.0
103520,0,0.005777617,88,0,0.000479962,12500.0,2,0,0,0,1.0
148310,0,0.001043597,85,0,2351.0,,10,0,1,0,0.0
50645,0,0.676264747,26,0,0.066915489,3750.0,4,0,0,0,0.0
66019,0,0.109294535,44,0,0.521924586,5860.0,5,0,2,0,3.0
54647,0,0.882331727,63,0,0.727467505,7000.0,20,0,2,0,2.0
39027,0,0.294913071,61,0,0.262159273,3741.0,10,0,1,0,1.0
106182,0,0.005639392,52,0,0.140843729,10500.0,12,0,1,0,0.0
138711,1,0.891015569,25,1,1.621285418,1446.0,6,0,1,0,0.0
3586,0,0.145503029,58,0,0.425414365,3800.0,15,0,1,0,0.0
37879,0,0.045772143,67,0,0.061363219,5442.0,7,0,0,0,1.0
89838,0,0.030730178,82,0,0.034868127,4473.0,7,0,1,0,0.0
51650,1,0.9999999,30,0,0.143697264,3910.0,3,0,0,1,3.0
107443,0,0.191565955,39,0,0.838078679,4600.0,10,0,1,0,2.0
79956,0,0.027127539,41,1,1.160735706,2500.0,12,0,1,0,2.0
131819,1,1.027255833,39,1,0.961810467,2827.0,8,1,1,1,0.0
89685,0,0.002456468,66,0,4032.0,,9,0,1,0,
28772,0,0.079120824,26,0,0.146719234,3550.0,8,0,0,0,0.0
145653,1,0.9999999,42,0,0.383205598,3000.0,15,2,1,0,2.0
53377,0,0.692441999,48,0,0.485827291,4550.0,8,0,1,0,2.0
135369,0,0.028586116,66,0,3429.0,,13,0,2,0,0.0
54794,0,0.324506026,33,3,0.363956802,13333.0,8,0,2,0,4.0
10567,0,0.000324313,71,0,0.060777958,3701.0,4,0,0,0,0.0
132094,0,0.097897553,54,0,128.0,,14,0,0,0,0.0
28720,0,0.001932338,60,0,0.002113886,7568.0,10,0,0,0,0.0
19782,0,0.11928232,34,0,1412.0,,5,0,1,0,0.0
50726,0,0.02514727,34,0,0.457885529,4000.0,11,0,1,0,0.0
121821,0,0.110522438,39,0,0.014692025,52000.0,4,0,0,1,0.0
149305,0,0.9999999,28,0,0.099423345,5028.0,2,0,0,1,0.0
42684,0,0.037717615,56,0,0.092888515,10700.0,8,0,1,0,0.0
51457,0,0.325817787,37,1,0.165095687,3500.0,4,0,0,0,0.0
47673,0,0.254267185,58,0,0.522526602,4416.0,15,0,1,0,0.0
53013,0,0.0,22,0,0.0,1.0,2,0,0,0,0.0
43480,1,0.214494347,54,2,2792.0,,15,0,2,0,0.0
47119,1,0.514714277,59,0,0.582104474,4000.0,8,0,1,0,1.0
54584,0,0.541731219,46,0,2.015944195,2006.0,10,0,2,0,2.0
43051,0,0.004120596,56,0,0.208,5749.0,11,0,1,0,0.0
111145,0,0.0,50,0,1.576676177,8411.0,12,0,9,0,0.0
6109,0,0.007938498,59,0,0.063572911,5300.0,9,0,0,0,0.0
117014,0,0.046576689,68,0,0.077790421,9666.0,11,0,1,0,0.0
64362,0,0.953488372,40,0,0.786606697,2000.0,5,0,1,0,0.0
4955,0,0.053769892,56,0,0.240222477,11326.0,10,0,1,0,1.0
114808,0,0.500042731,49,0,0.189554318,7179.0,5,0,2,0,1.0
113469,0,0.478480132,31,1,0.331026181,3322.0,10,0,0,0,0.0
61183,0,0.486265901,48,0,2633.0,,6,0,1,0,3.0
130619,0,0.057266851,48,0,0.459030277,4722.0,8,0,1,0,3.0
83525,0,0.0,55,0,337.0,,5,0,0,0,0.0
31310,0,0.0147326,62,0,0.013435701,2083.0,14,0,0,0,0.0
71612,0,0.843371805,45,0,0.185965468,6312.0,3,0,1,0,0.0
43984,0,0.354327399,28,0,0.151539384,2500.0,4,0,0,0,1.0
27896,0,0.039288559,42,0,0.504885253,4400.0,4,0,1,0,2.0
132079,0,0.136089719,63,0,0.623223186,5416.0,12,0,1,0,0.0
7164,0,0.150381252,62,0,0.568912118,5165.0,13,0,2,0,1.0
83434,0,0.279385918,60,0,0.780869855,6000.0,22,0,3,0,1.0
44927,0,0.087663745,71,0,0.014631597,5740.0,6,0,0,0,0.0
115866,0,0.013288298,54,0,0.226239067,3429.0,21,0,2,0,0.0
7100,0,0.83190325,77,2,0.126280139,12400.0,9,0,1,1,0.0
42070,0,0.287526944,62,0,1062.0,1.0,9,0,2,0,0.0
131252,0,0.179512732,64,0,0.257778902,3952.0,7,0,1,0,0.0
50169,1,0.002099619,43,0,0.746875521,6000.0,19,0,2,0,0.0
130290,0,0.929007099,36,0,9.864,124.0,11,0,1,0,2.0
7321,0,0.021497113,71,0,31.0,,4,0,0,0,
112565,0,0.049214886,74,0,0.07532078,6000.0,9,0,0,0,0.0
48903,0,0.080973009,36,0,0.206016756,2625.0,3,0,1,0,0.0
14412,0,0.229584694,47,0,0.288451925,6000.0,3,0,1,0,1.0
117566,0,0.025292748,72,0,0.604126679,2083.0,7,0,1,0,0.0
69582,0,0.034941859,59,0,0.243,8999.0,9,0,1,0,1.0
40812,0,0.016970944,64,0,0.140258297,7200.0,7,0,1,0,0.0
21637,0,0.199920794,58,3,0.550216884,2996.0,10,0,1,0,1.0
73711,0,0.968154588,33,0,0.495320374,4166.0,14,0,0,0,0.0
80592,0,0.023148444,55,0,1389.0,,13,0,1,0,0.0
119606,0,0.052189267,72,0,2056.0,,8,0,1,0,0.0
31538,0,0.01999934,41,0,0.485601355,7083.0,6,0,2,0,1.0
27628,0,0.008443819,28,0,0.055762082,7800.0,5,0,0,0,0.0
107655,0,0.768061597,44,0,0.600685518,3500.0,5,0,1,0,2.0
36186,0,0.090968011,76,0,0.006570803,10500.0,7,0,0,0,0.0
11850,0,0.991667735,47,2,0.358259687,1470.0,6,0,0,0,0.0
44824,1,0.9999999,27,0,0.0,,0,0,0,0,0.0
149262,0,0.25433036,58,0,0.230580037,19515.0,15,0,2,0,6.0
53202,0,0.477335392,73,0,2267.0,,5,0,2,0,0.0
59586,0,0.090327312,41,0,0.949220312,2500.0,5,0,1,0,2.0
87881,0,0.059197162,55,0,1304.0,,11,0,1,0,0.0
25842,0,0.171599065,31,0,0.023504274,6083.0,6,0,0,0,0.0
99576,1,1.084113633,34,0,0.146833954,5100.0,3,2,0,2,4.0
37374,0,0.0,79,0,0.0,,3,0,0,0,0.0
96260,0,0.01779911,57,0,0.235354442,7800.0,4,0,2,0,0.0
111317,1,0.14010628,47,0,0.129925692,4440.0,5,1,0,2,3.0
80524,1,0.567829174,82,0,0.47631397,5783.0,12,0,1,0,0.0
30389,0,0.001151425,40,0,0.409248715,7200.0,16,0,3,0,2.0
35201,0,0.141148112,63,0,0.010471204,4583.0,6,0,0,0,0.0
7302,0,0.20740504,54,0,0.390858853,8685.0,11,0,1,0,2.0
79880,1,0.473136915,39,2,0.41731105,4008.0,4,2,0,0,3.0
67031,0,0.00476292,32,0,0.528152114,5416.0,9,0,2,0,2.0
117528,0,0.261424189,48,0,2201.0,,13,0,1,0,2.0
146114,0,0.159106619,43,0,0.328207593,2080.0,7,0,0,0,0.0
128172,0,0.072703899,58,0,0.514738557,6750.0,6,0,3,0,2.0
126841,0,0.290159955,48,0,0.293390861,5098.0,6,0,1,0,3.0
131124,0,0.037882985,56,0,3044.0,,20,0,2,0,3.0
102047,0,0.104374015,58,0,177.0,,10,0,0,0,1.0
31012,0,0.155084492,35,0,0.257376466,5625.0,6,0,2,0,0.0
140966,0,0.74244788,43,3,0.167083631,5595.0,10,1,0,0,3.0
83264,0,0.9999999,34,1,0.273956496,1700.0,1,1,0,0,4.0
70224,0,0.327106202,53,0,0.434965771,3797.0,7,0,1,0,3.0
142691,0,0.143544923,68,0,0.021298883,2863.0,3,0,0,0,0.0
