X,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
95146,0,0.835318336,43,1,0.658447184,3000,8,1,0,0,0
58942,0,0,53,2,0.532638889,2879,9,0,2,0,0
30471,1,0.9999999,55,0,52,,3,2,0,0,0
116489,0,0.357666359,48,1,0.465629774,7200,15,0,3,0,1
149016,0,0.188256626,58,1,0.217285945,3713,7,0,1,0,3
119528,0,0.363674235,25,0,0.293502953,2200,12,0,0,0,0
120228,0,2128,63,1,1305,,7,0,1,0,0
14617,1,0.399370769,64,0,0.883748517,5900,22,0,2,0,1
107823,0,0.9999999,60,1,0.096317971,4100,1,0,0,0,0
5412,0,0.482634152,40,2,0.125398119,13500,11,0,1,0,2
25202,0,0.960879957,45,0,0.458007998,5250,15,0,2,0,2
20597,0,0.931675402,37,1,0.271675475,7000,8,0,0,0,2
133498,0,0.065584657,50,0,0.053731542,30000,16,0,2,0,2
131268,0,0.668744375,34,0,0.233153369,5000,7,0,0,0,0
20799,0,0.400828512,48,1,1.08060933,3150,10,0,3,0,1
92586,0,0.018381812,41,0,1177,,4,0,1,0,0
54698,0,0,57,0,0.271124342,13100,7,0,2,0,0
113870,0,0,41,0,997,,4,0,1,0,1
135535,0,0.796410179,48,1,0.28336731,8338,9,0,2,0,3
120082,0,0.9999999,62,0,0.053236691,4000,4,1,0,0,0
104012,0,0.366276757,44,0,0.358046524,7350,11,0,2,0,2
19730,0,0.62176576,51,0,0.656469656,10100,7,0,2,0,1
69625,0,0.044191162,74,0,0.002540937,7083,2,0,0,0,0
116461,0,0.9999999,90,0,303,,0,0,0,0,0
53500,0,0.322523966,41,0,0.308711236,12833,13,0,2,0,3
39647,0,0.527524232,55,0,0.296914948,17600,15,0,2,0,4
119743,1,0.962347442,30,1,0.033784508,28000,6,0,0,0,2
89457,0,0.9999999,59,0,0.205173016,2860,1,0,0,0,0
120763,0,0.165155109,52,0,3108,,6,0,1,0,2
32326,0,0.031968032,29,0,0.0680479,5260,2,0,0,0,0
25453,0,0.063482843,87,0,0.334851936,5706,4,0,1,0,1
5095,0,0.091537133,57,0,0.4204513,3500,4,0,1,0,0
131980,0,0.009776691,49,0,0.105496946,1800,3,0,0,0,0
138520,0,0.224129312,40,0,0.451870894,3500,4,0,2,0,0
66414,0,0.065523362,72,0,0.010720176,7275,4,0,0,0,1
34601,0,0.911985428,47,0,0.45345246,9065,12,0,2,0,2
55409,0,0.032620212,41,0,2006,,5,0,1,0,0
4385,0,0.31039338,40,1,0.436318517,13700,12,0,2,0,3
105838,0,0.723313834,53,0,0.577413086,4630,10,0,0,0,0
113719,0,0.028189134,60,0,0.456043517,12500,8,0,3,0,1
143347,0,0.007165213,63,0,0.055915527,4166,13,0,0,0,0
118180,0,0.747946007,74,0,0.9321784,5425,20,0,1,0,0
32849,0,0.199044498,70,0,0.123859192,2300,6,0,1,0,0
10695,0,0.453320032,59,0,0.294204777,5400,16,0,0,0,1
134897,0,0.61051498,39,3,0.79316203,4708,10,0,3,0,0
24796,0,0.018718282,67,0,0.330364372,6174,8,0,2,0,0
3814,0,0.001621578,76,0,3261,,5,0,2,0,1
127450,0,0.9999999,37,0,0.749884633,2166,6,0,1,0,2
9942,0,0.055615575,35,0,0.097317114,6000,9,0,0,0,1
106492,0,0.035721674,45,0,0.354548484,3000,8,0,1,0,2
129975,0,0.828776908,54,0,0.845716783,4575,12,0,3,0,0
80872,0,0.157222316,63,1,0.348132902,3400,12,0,1,0,0
37265,0,0.041234988,36,0,0.408157825,3750,7,0,1,0,2
96171,0,0.028229872,85,0,1.023313905,1200,12,0,1,0,0
65345,0,0.130674773,54,0,0.206690195,13033,5,0,3,0,0
127184,0,0.01354759,81,0,0.15174472,4355,9,0,0,0,0
51317,0,0.652207275,64,0,0.488975779,18413,24,0,3,0,0
128272,0,0.078870616,58,0,2543,,8,0,1,0,0
72381,0,0.061523462,59,0,0.017874633,4083,5,0,0,0,0
1589,0,0.187409279,38,0,0.49730054,5000,7,0,1,0,2
143415,0,0.111048405,69,0,0.394123028,8745,10,0,2,0,1
19741,0,0.697006048,35,2,0.886704432,3000,14,1,1,0,5
43737,0,0.030249244,63,0,0.555686854,3384,12,0,1,0,0
91911,0,0.000166657,78,0,0,1000,1,0,0,0,0
105057,0,0.022032966,66,0,1425,,5,0,1,0,
132752,0,0.034851613,60,0,0.001591329,23250,5,0,0,0,0
52550,0,0.9999999,66,0,0.201216862,2300,3,0,0,0,0
85204,0,0.090433021,56,3,0.069981761,20833,13,0,0,0,1
44734,0,0.9999999,89,0,0,,3,0,0,0,0
78744,1,0.917880482,52,5,0.538576904,6000,10,0,1,3,0
48349,0,0.867072625,46,0,2410,,3,0,0,0,0
81566,0,0.373362664,52,0,0.376359894,3400,3,0,1,0,1
141925,1,0.9999999,46,4,0.434470767,4600,7,2,1,1,2
119803,0,0,49,0,0.181710214,5893,12,0,1,0,1
38907,0,0.018076952,54,0,0.354050279,5727,10,0,1,0,3
74637,0,0.656373745,34,0,0.137882814,7150,6,0,0,0,0
138490,0,0.47358777,35,1,0.542197077,8483,9,0,4,0,0
142305,0,0,50,0,0.116387005,2800,3,0,0,0,0
72755,0,0.413696406,52,0,0.390211388,5250,8,0,1,0,0
66261,0,0.18491887,55,0,0.364288671,7246,13,0,1,0,0
16394,0,0.993006993,31,0,0.594628357,1600,4,0,1,0,2
94404,0,0.001399824,75,0,9112,,10,0,1,0,0
145455,0,0.989015116,30,0,0.22211278,4060,13,0,0,0,2
108640,0,0.549641611,58,0,9150,,15,0,2,0,0
84088,0,0.17379131,40,0,0.096758587,6200,2,0,0,0,4
20604,0,0.9999999,44,0,3053,,2,0,1,0,2
78998,0,0.273301432,50,0,0.478936985,8616,23,0,2,0,0
122182,0,0.431854815,35,0,0.264257482,3541,7,0,1,0,2
146643,0,0.212680854,57,0,0.238797504,8814,7,0,1,0,0
39003,0,0.350125553,67,0,662,,6,0,0,0,2
56212,0,0.987734969,41,0,0.109643329,9083,3,0,0,0,2
140864,0,0.538906849,52,0,0.31128196,5592,9,0,0,0,0
59722,0,0.389877442,39,1,0.104367655,5700,5,0,0,0,4
67820,0,0.048641428,51,0,0.062946386,10500,7,0,0,0,1
54366,0,0.310304933,51,0,0.239269092,5800,11,0,1,0,0
96252,0,0.019881183,31,0,946,,4,0,1,0,0
60128,0,1.012420479,59,0,0.279920023,3500,6,0,0,0,0
142802,0,0.005383787,91,0,1,,2,0,0,0,0
41500,0,0.028418438,30,0,0.098716683,7090,4,0,0,0,0
95881,0,0.9999999,42,1,0.285594288,16666,8,0,3,0,0
133149,0,0.126636731,52,2,0.965019351,6717,11,0,5,0,3
26785,0,0.9999999,67,0,13,,0,0,0,0,0
59122,0,0.001494412,71,0,0.281528662,5494,6,0,1,0,0
67179,1,0.9999999,58,0,0.610111592,4390,4,0,2,1,1
89481,0,0.977209116,38,0,0.397990389,4577,6,0,2,0,0
17831,0,0.152943205,90,0,107.3333333,2,10,0,0,0,0
54984,0,0.762522348,47,0,0.494435304,10332,10,0,2,0,3
143025,0,0.060093991,38,0,1928,,3,0,1,0,
83294,0,0.017456854,57,0,0.215182124,9800,14,0,2,0,0
50074,0,0.652675295,32,0,0.958961039,1924,14,0,1,0,0
115944,0,0.927556569,26,0,0.154239257,4304,5,0,0,0,2
44378,0,0.081686933,55,0,1.025374856,2600,11,0,1,0,0
5492,0,0.192194427,46,1,0.611997144,4200,9,0,1,0,2
98581,0,0.380668724,51,0,0.674302496,3404,11,0,1,0,0
137364,0,0.179377838,57,0,0.594938888,5808,8,0,2,0,2
96825,1,0.814600339,53,0,0.695305378,8775,9,0,1,0,1
77877,0,0.760158783,58,0,0.433723384,5212,6,0,1,0,0
61125,1,0.336959718,37,0,0.131557036,1200,2,0,1,2,2
89186,0,0.042569401,45,0,0.241100324,6179,4,0,2,0,1
57663,0,0.143854207,50,1,0.139120095,5886,8,0,0,0,0
67567,0,0.366711326,46,0,0.502625164,10665,8,0,2,0,4
477,0,0.102031508,66,0,90,,4,0,0,0,0
129938,0,0.113849303,31,0,1291,,10,0,1,0,0
103049,0,0.275920196,44,0,0.188043142,42000,19,0,4,0,0
114367,0,0.453760053,65,0,0.362863714,10000,14,0,2,0,0
102534,0,0.061698458,48,0,1.327181853,2600,6,0,1,0,1
131138,0,0.72869415,29,0,0.025071555,27600,5,0,0,0,0
142736,1,0.9999999,63,2,0.614247032,4800,5,3,3,0,0
57963,0,0.240334081,40,0,0.241639818,9000,12,0,1,0,0
142443,0,0.580978635,39,0,0.099053489,4542,4,0,0,1,0
31175,0,0.721980886,47,0,653,,6,0,0,0,2
137896,0,0.054632151,56,0,154,,17,0,0,0,0
81078,0,0.050248744,60,0,0.219608659,14411,7,0,2,0,1
85468,0,0.223309377,41,0,0.411704161,6800,11,0,2,0,2
16862,0,0.047862421,57,0,0.231661467,12500,14,0,2,0,0
135993,0,0.575453845,53,0,0.301497063,5276,6,0,2,0,2
46475,0,0,61,0,257,,4,0,0,0,1
136534,0,0.275786692,45,1,0.403465896,4500,10,0,1,0,2
138905,0,0.94369591,50,0,0.301069893,10000,12,0,0,0,1
53875,0,0.222119343,44,1,2689,,14,0,1,0,0
123450,0,0.00059988,30,0,675,,4,0,0,0,0
36010,0,0.932512649,51,1,4401,,13,0,2,0,4
95830,0,0.651112407,51,0,0.266199399,6990,6,0,1,0,2
19303,0,0.021769526,69,0,0.010163749,3541,4,0,0,0,1
149781,0,0.037958482,57,0,0.1612561,9425,5,0,2,0,3
101058,0,0.266688435,60,0,0.118286059,3313,4,0,0,0,1
128346,0,0,46,0,1.618552579,2500,16,0,4,0,0
12672,0,0.002303417,63,0,4,,4,0,0,0,0
149618,0,0.017136373,66,0,0.289183223,17666,17,0,2,0,1
119900,0,0.295891113,51,0,0.34644226,6000,7,0,1,0,2
24606,0,1.213683759,42,0,0.200872569,5500,2,6,0,2,1
52638,0,0.651160242,47,0,0.430795601,7000,5,0,0,0,0
84456,0,0.107683519,23,0,11,0,2,0,0,0,0
132195,0,0.093269763,35,0,0.406098984,6000,13,0,1,0,0
5844,0,0.9999999,48,3,0.196845146,4500,3,0,0,0,4
124787,0,0.071348433,49,0,0.227182886,8600,5,0,1,0,0
147137,0,0.001204783,38,1,0.507621701,6100,19,0,1,1,0
141426,0,0.729236882,78,0,0.428466402,6800,11,0,1,0,1
145606,1,0.600498823,46,0,0.656268746,5000,21,0,2,0,0
55866,0,0.163855996,55,2,0.491836517,9370,24,0,4,0,1
91716,0,0.795200436,39,0,0.305983177,6300,4,0,1,0,3
145247,0,0.037246896,30,0,0.008119925,1600,2,0,0,0,0
18438,0,0.254273375,82,0,0.377517498,7000,19,0,1,0,0
81969,0,0.049219507,68,0,327,,11,0,0,0,1
16214,1,0.801410106,49,1,0.071451154,3162,1,4,0,1,0
101623,0,0.539585611,49,2,0.46336,6249,11,0,2,0,0
84504,0,0.0447359,61,0,0.057328237,11250,4,0,0,0,2
27922,0,0,91,0,0,,5,0,0,0,0
9379,0,0.330891024,46,0,0.482256387,8650,13,0,2,0,3
136867,0,0.018058407,75,0,38,,3,0,0,0,0
52883,0,0.03492637,52,0,0.53487339,2250,6,0,2,0,3
126324,0,0.326734673,26,2,913,,10,0,0,0,2
97459,0,0.9999999,41,0,1633,,5,0,1,0,0
121178,0,0.515561189,40,0,0.080319947,6000,5,0,0,0,2
76155,0,0.9999999,56,5,0.539940007,9000,16,0,2,1,2
83724,0,0.003217298,60,0,0.000533191,3750,4,0,0,0,0
15377,0,0.025690332,69,0,0.699127907,1375,6,0,0,0,0
47354,0,0.002288652,33,0,0.062211694,8020,4,0,0,0,0
89439,0,0.012511225,50,0,0.003870343,6200,5,0,0,0,1
100640,0,0.375573796,59,0,0.531928084,3225,13,0,1,0,0
4076,0,0.006238744,73,0,1177,0,10,0,1,0,1
46287,0,0.164580636,59,0,0.017423593,3500,8,0,0,0,3
102171,0,0.055888224,29,0,0,,2,0,0,0,
102114,0,1.032057911,30,1,0.137275064,3889,6,0,0,0,0
138689,0,0.071615473,76,0,0.102014201,6900,9,0,1,0,0
27284,0,0.203477713,54,0,0.724879187,6000,22,0,2,0,2
125910,0,0.377560062,44,0,0.193902615,6920,6,0,2,0,1
89993,0,0.42258826,49,0,2035,,7,0,2,0,2
89761,0,0,43,0,0.421478926,6666,6,0,2,0,2
67056,0,0.445866036,41,0,0.389248324,8500,12,0,1,0,0
54066,0,0.008718846,83,0,0.005289929,4914,11,0,0,0,0
69929,1,0,28,1,0.390070922,140,1,2,0,0,0
78385,0,0.431761065,40,0,0.618761931,11000,8,0,3,0,2
28681,0,0.134371386,59,0,1182,,10,0,1,0,1
8205,0,0.121357775,52,0,0.289078991,9000,8,0,1,0,2
52895,0,0.882254903,55,0,0.914584924,9166,16,0,2,0,1
44265,0,0.98971502,30,2,0.451526513,5600,8,0,1,0,2
37743,0,0.022299443,60,0,0.648491458,2750,4,0,1,0,0
108649,0,0.01816405,65,0,0.069984448,4500,10,0,0,0,0
80508,0,0.159612278,41,0,0.450192625,3633,13,0,1,0,2
54239,0,0.845828568,35,0,0.869043652,3000,7,0,1,0,2
78805,0,0.792480163,62,0,0.450925691,11828,14,0,2,0,2
144234,0,0.026957934,58,0,0.254745831,17330,25,0,1,0,0
92078,0,0.129881189,58,0,0.394921016,5000,14,0,1,0,2
77224,0,0.382410361,70,1,0.410763667,4700,14,0,0,0,0
64201,0,0.483595674,56,0,2890,,7,0,1,0,0
79267,0,0.70828595,59,0,0.305136881,3250,7,0,0,0,1
32843,0,0.17296921,53,0,0.403285323,8400,12,1,2,0,1
131297,0,0.022735155,60,0,1569,,7,0,1,0,
67310,0,0.625791403,37,1,0.159568086,5000,7,0,0,0,1
61441,0,0.002216381,44,0,0.181853133,2600,8,0,0,0,0
47628,0,0.442023471,49,1,0.397830975,7560,14,0,1,0,3
106735,0,0.484084124,62,0,0.249646393,8483,5,0,1,0,0
130754,0,0.06887213,61,0,0.373973246,8521,9,0,3,0,2
131689,0,1.212624585,36,1,0.356738769,3004,5,4,0,2,1
125821,0,0.112978196,72,0,0.219178082,10000,19,0,1,0,2
75067,0,0.694203864,54,1,1814,,5,0,1,0,
37028,0,0.183139966,64,0,0.097082083,7333,11,0,1,0,1
21576,0,0.020159194,61,0,0.307711536,8000,8,0,2,0,3
123126,0,0.9999999,64,0,0.114932521,2296,1,0,0,0,0
49141,0,0.004038018,45,0,0.097211421,9000,14,0,1,0,2
81245,0,1.067986403,39,2,0.367126575,5000,9,2,0,0,2
49219,0,0.01241646,48,1,0.327117957,7400,22,0,2,0,2
124352,1,0.257605418,55,1,0.438058748,7829,9,0,2,0,0
58865,0,0.567723044,57,0,0.967397891,8250,38,0,3,0,0
146576,0,0.016814976,65,0,0.19235658,11800,8,0,1,0,1
62415,1,1.07153922,49,2,0.396419437,3518,8,3,0,0,0
31091,0,0.9999999,37,1,0.00311042,4500,1,1,0,2,1
96632,0,0.923456865,43,0,0.227229147,7300,4,0,1,0,0
124843,0,0.079495561,75,1,4202,,14,0,3,1,0
40853,0,0.072846358,46,0,0.087230426,30000,2,0,1,0,5
100112,0,0.056223993,60,0,0.193537328,11666,3,0,1,0,0
64034,0,0.011024724,47,0,0.149713864,5416,8,0,1,0,2
106131,0,0.116246951,53,0,0.347930414,5000,9,0,1,0,0
91906,0,0.077618288,58,0,0.469503546,2114,5,0,1,0,0
134955,0,0,66,0,0,6000,6,0,0,0,1
76800,0,0.354353408,34,0,0.278576564,2781,4,0,0,0,0
32589,0,0.147526694,59,0,0.324150189,4500,6,0,1,0,0
61521,0,0.114795408,48,0,0.359165184,6180,3,0,1,0,0
131578,0,0.495338605,46,0,0.571108623,6250,11,0,2,0,2
130483,0,0.389669582,56,0,0.33946197,5166,13,0,1,0,0
90210,0,0.022702798,66,0,972,,7,0,0,0,0
107570,0,0.090944055,72,0,484,,3,0,0,0,0
125673,1,1.714285714,66,0,0.246854182,2701,1,0,0,0,0
130505,0,0.238521543,63,0,2.091590341,1200,22,0,1,0,0
92892,0,0.001295756,61,0,0.119511888,7948,5,0,1,0,1
4998,0,0.413589581,55,0,1.205276175,1212,9,0,1,0,0
23972,0,0.275121689,52,0,0.368367231,8800,13,0,2,0,0
31960,1,0.200482121,37,0,1.053208138,3833,12,0,2,0,2
63976,0,0.616913328,60,0,0.186255059,12600,14,0,1,0,0
22506,0,0.004024333,86,0,0.009618132,10500,12,0,0,0,0
61491,0,0.009965764,81,0,0.193548387,6075,6,0,1,0,1
30087,0,0.521946342,52,0,0.30144657,15000,8,0,2,0,0
58260,0,0.04741002,73,0,0.27818101,6750,9,0,1,0,0
76315,0,0.107878978,56,0,0.450203984,12500,13,0,4,0,0
123967,0,0.634716884,49,0,0.298855683,9000,8,0,2,0,2
52460,0,0.363239705,71,0,0.143313799,1876,7,0,0,0,0
22780,0,0.41651727,29,0,0.238549618,2619,12,0,0,0,0
25975,0,0.9999999,60,0,0,,0,0,0,0,
75906,0,0.431451291,53,0,0.65820643,6500,10,1,3,0,0
123929,0,0.415480532,38,0,0.614677065,5000,4,0,2,0,1
94228,0,1.012941762,29,0,1.326431181,820,4,0,0,1,0
96032,0,0.190961808,33,0,0.673521851,3500,5,0,1,0,0
128271,0,0.136089578,35,0,0.328180737,9250,5,0,2,0,2
104939,0,0.00622084,47,0,2640,,8,0,1,0,
9848,0,0.106960466,59,0,0.021105051,4216,3,0,0,0,3
128304,0,0.427724544,40,0,0.503490205,4440,5,1,1,0,1
9961,0,0.165921374,67,0,0.263138949,8333,6,0,1,0,1
95998,0,0.054991913,31,0,0.497032177,3200,5,0,2,0,0
144802,0,0.01040548,68,0,811,,8,0,1,0,0
34425,0,0.028911786,69,0,0.290335203,7666,8,0,1,0,0
74763,0,0.023977245,61,0,0.199333703,1800,4,0,0,0,0
70595,0,0.375947314,42,0,0.076656204,6052,5,0,0,0,3
75986,1,0.034975117,38,0,22,,2,0,0,0,0
3491,0,0.881941204,47,0,0.586715867,1625,6,1,0,0,0
15103,0,0.819317236,27,0,1.326683292,400,5,0,0,0,0
130815,0,0.9999999,62,0,1267,,3,0,1,0,0
100828,0,0.177441128,73,0,1473,,6,0,2,0,0
130914,0,0.103421088,40,0,0.53918943,5600,6,0,2,0,3
15589,0,0.004816926,86,0,0.206210842,3670,9,0,1,0,0
50463,0,0.82160892,76,0,0.40942928,1208,2,0,0,0,0
12911,1,0.499197033,37,0,0.304461656,9166,4,0,1,0,0
114197,0,0.377378092,34,2,0.733040374,3640,6,1,1,0,0
22290,0,0.527647975,60,0,0.336050574,6010,10,0,1,0,4
86780,0,0.234568812,54,0,0.084742745,5616,10,0,0,0,1
72350,0,0.034554892,38,0,0.294565826,8924,12,0,3,0,3
42879,0,0.091045453,62,0,0.874382885,14583,24,0,10,0,0
56509,0,0.354139518,49,0,0.248837558,13333,9,0,2,0,0
13043,0,0.001959922,27,0,0.000559284,1787,3,0,0,0,0
133542,0,1.039992002,42,1,0.165666952,3500,4,0,0,0,0
40708,0,0.005104401,74,0,0.062633729,5140,9,0,0,0,0
125343,0,0.310324696,43,0,0.404171067,11363,13,0,3,0,4
10113,0,0.153186057,50,0,0.32744627,15400,8,0,2,0,2
81614,0,0.489680842,35,0,0.431455489,5200,7,0,1,0,0
77532,0,0.926974152,60,0,0.464430468,7154,14,0,2,0,1
53287,0,0.027194561,55,0,0.306432281,7508,5,0,2,0,1
124652,0,0.420811796,26,0,0.194668148,3600,6,0,0,0,1
46290,0,0.856628674,41,0,0.330036439,1920,3,0,0,0,0
35716,0,0.011375782,63,0,1844,,12,0,1,0,0
110830,0,0.020533965,68,0,0.011804202,9233,9,0,1,0,0
25383,1,0.9999999,35,0,0.098360656,2500,4,5,0,0,2
51750,0,0.035327445,34,0,0.402698048,3483,6,0,2,0,1
59824,0,0.131500726,63,0,0.170519299,9300,14,0,1,0,0
124893,0,0,54,0,0.182844244,3100,2,0,1,0,0
136285,1,0.854558321,43,0,0.856635772,5070,20,0,2,0,2
53242,0,0.16435766,37,0,0.283716284,1000,8,0,0,0,0
32972,0,0.000380946,78,1,0.000749906,8000,8,0,0,0,0
115645,0,0.9999999,41,0,0.300666032,1050,2,0,0,0,1
27319,0,0.013849027,31,0,926,,8,0,1,0,0
149615,0,0.475130516,59,1,0.560461235,6590,16,0,2,0,1
57258,0,0.40249484,54,0,1013,,7,0,0,0,0
121515,0,0.9999999,63,0,2417,,8,0,1,0,0
144244,1,0,56,0,0.230843065,6250,4,0,1,0,1
67923,0,0.024765841,57,0,0.426989108,5416,6,0,1,0,2
123013,0,0.106557756,66,0,0.282484093,19016,21,0,2,0,1
100059,0,0.235485554,37,0,0.403412878,7500,20,0,1,0,1
61431,0,0.496073356,67,0,0.666666667,3800,12,0,1,0,0
134917,0,0.609918678,30,5,0.449341209,2200,13,0,0,1,1
98113,0,0.9999999,69,0,0.057104403,5200,2,0,0,0,0
127992,0,0.195687723,29,0,0.511291157,5800,12,0,2,0,2
142525,1,0.924430228,43,0,0.016424661,4200,2,0,0,0,0
39519,0,0.587227518,57,0,0.634268259,3600,10,0,1,0,0
99518,0,0.065995507,65,0,0.325483226,4500,7,0,1,0,1
48653,0,0.004733018,77,0,0.001158749,1725,2,0,0,0,0
111209,0,0.008361182,77,0,343,0,14,0,0,0,0
97325,0,0.008006245,62,0,0.229882868,10500,14,0,2,0,2
44231,1,0.97729006,53,0,0.423527789,7250,5,0,2,0,4
28726,0,0.418595159,61,0,0.165460472,18100,10,0,1,0,0
113407,0,0.203879612,49,1,0.01926113,3166,1,0,0,0,0
123693,0,0.111238757,64,0,0.194076848,23500,14,0,2,0,0
85352,0,0.948760751,69,0,0.489482592,8271,6,0,1,0,0
66776,0,0.041943617,58,0,0.041702371,3500,21,0,0,0,0
112002,0,0.058511932,64,0,0.021985343,3001,9,0,0,0,0
38474,0,0.33976247,43,0,0.345067483,7186,7,0,2,0,2
31797,0,0.725674091,63,0,0.362451737,2071,5,0,0,0,0
39154,0,0.9999999,47,1,0.003690037,2438,0,0,0,0,0
9168,0,0.070110279,80,0,0.173448238,9166,7,0,2,0,0
126086,0,0.621404765,61,0,1984,,2,0,1,0,0
9030,0,0.410886304,48,0,0.116876819,6185,3,0,1,0,2
121446,0,0.056994301,69,0,0.156120554,7000,7,0,1,0,0
118633,0,0.219744857,90,0,0.008160344,6984,1,0,0,0,0
142314,0,0.027387166,66,0,0.215233594,5500,19,0,0,0,1
56550,1,0.01201839,66,0,0.025987006,2000,14,0,0,0,0
60276,0,0.002789327,85,0,0.077134042,2916,4,0,0,0,0
24724,0,0.253030753,31,0,0.449164067,12500,12,0,2,0,0
147097,0,0.04261284,27,0,964,,5,0,0,0,0
39722,0,0.556103135,29,0,0.099430308,13164,14,0,0,0,0
101426,0,0.423588768,82,0,1.425657298,4411,16,0,3,0,1
5837,0,0.083693738,72,0,0.150739704,2500,29,0,0,0,0
105801,0,0.07026068,76,1,3975,,13,0,2,0,0
41030,0,0.355205488,75,0,0.088962613,42500,16,0,2,0,1
57069,0,0.033873051,45,0,0.304898367,3000,5,0,1,0,0
26426,1,0.138045262,40,0,157,,12,0,0,0,0
53980,0,0.023212213,36,0,0.662953442,3500,10,0,2,0,2
18669,0,0,46,0,0.031474378,10166,10,0,1,0,1
100770,0,0.300890814,58,1,0.212657774,16716,8,0,1,0,0
39586,0,0.87470217,85,2,2.205947955,1344,14,0,1,0,0
8688,1,0.548518033,51,2,0.333422217,18750,11,0,2,0,2
27869,0,0.00767604,81,0,0.308492201,7500,9,0,1,0,0
113100,0,0.022599096,52,0,0.511035654,5300,12,0,2,0,1
122977,0,0.011049816,60,1,1053,,4,0,1,0,0
100450,0,0,61,0,0,,3,0,0,0,
33956,1,0.444395498,33,0,0.790682833,4700,10,0,2,0,0
144786,0,0.133277356,51,0,0.364485981,7917,11,0,3,0,3
86345,0,0.716341661,31,1,0.669647554,1900,12,0,0,0,1
45904,0,0.491447298,43,0,0.499683844,6325,13,0,2,0,1
10533,1,1.025511634,39,1,0.655335394,5500,11,0,2,0,0
90945,0,0.023954491,66,0,0.450509898,5000,16,0,1,0,0
2371,0,0.025648718,69,0,15,,2,0,0,0,
84768,0,0.479876955,25,0,0.021145713,2600,4,0,0,0,0
86380,0,1.020521353,34,2,0.283176013,1800,4,0,0,1,2
25921,0,0,37,0,132,,5,1,0,0,0
21851,0,0,29,1,0.145075206,2060,2,0,0,0,0
94989,0,0.177437922,61,0,0.214050706,15500,13,0,2,0,0
29807,0,0.030468763,55,1,0.451767357,7100,13,0,2,0,2
86675,0,0.358470289,68,0,0.383404149,4000,16,0,2,0,0
133389,0,0.197476972,35,0,0.098272138,8333,7,1,2,0,1
136925,0,0.433376707,58,0,0.480301313,15000,23,0,1,0,1
94809,0,0.870283962,45,0,0.463192101,8000,8,0,2,0,0
15196,0,0.050873728,62,0,0.157355021,5655,3,0,1,0,1
1391,0,0.030053276,58,0,937,,5,0,1,0,0
70123,0,0.375983094,40,0,0.509248459,6000,14,0,1,0,2
28467,0,0.208015414,44,0,3992,,11,0,2,0,0
6137,0,0.9999999,52,0,0,,2,0,0,0,0
62177,0,0.176693588,34,0,0.415438596,7124,14,0,2,0,3
93567,0,0.575950808,47,0,0.345739362,9000,9,0,1,0,3
98330,0,0.47800964,64,0,0.281345566,2942,7,0,1,0,0
60376,0,0.9999999,49,0,0.317425083,900,1,0,0,0,1
99281,0,0.712609844,31,0,3487,,6,0,1,0,0
147801,0,0.000154409,64,0,0.246323962,8500,15,0,2,0,0
115138,0,0.9999999,72,0,0.055982437,3643,2,0,0,0,1
42371,0,0.83114459,45,4,0.605855856,4883,15,0,1,1,0
70920,0,0.029051097,64,0,2076,,8,0,2,0,0
21578,0,0.008830713,85,0,0.001714041,7000,7,0,0,0,0
8565,0,0.050030412,66,0,0.046288829,31000,11,0,1,0,0
91675,0,0.13198743,22,0,399,,3,0,0,0,0
50734,1,0.944365193,30,2,0.130773845,5000,3,2,0,0,1
36344,0,0.012476293,43,0,0.005474887,4200,5,0,0,0,0
141802,0,0.006896076,89,0,3,,2,0,0,0,0
139104,0,0,58,0,3.555650685,1167,12,0,2,0,0
5507,0,0.38225696,48,0,0.410747761,4800,11,0,1,0,1
74092,1,0.488609422,55,1,0.155354739,5200,7,2,0,1,1
40843,0,0.100544384,65,0,27,,2,0,0,0,0
136034,0,0.1499655,66,0,0.038351556,5944,8,0,0,0,0
66860,0,0.255325629,62,0,0.162729659,8000,20,0,0,0,0
110255,0,0.546418877,70,0,0.503272251,4583,9,0,2,0,1
18727,0,0.025216246,68,0,0.136449659,5283,9,0,1,0,0
110118,0,0.367771584,68,0,0.47688078,4000,9,0,2,0,0
66973,0,0.556962654,46,0,0.289559742,37000,18,0,4,0,4
15153,0,0.823645642,48,0,0.376600578,9683,12,0,1,0,2
7427,0,0.9999999,43,0,0,2080,0,0,0,0,2
105108,0,0,54,0,2098,,5,0,1,0,0
39632,0,0.747640772,54,1,2019,,10,0,2,0,3
37996,0,0.49015512,61,0,0.366666667,8729,14,0,1,0,0
126818,1,0.000895469,52,0,3042,,7,0,1,0,0
142482,0,0.640784416,66,0,0.31956575,12250,25,0,0,0,0
117141,0,0.076960222,62,0,1982,,9,0,1,0,0
92010,0,0.002592513,82,0,22,,8,0,0,0,0
90943,0,0.889527618,62,0,106,,1,0,0,0,0
56069,0,0.024665022,52,0,0.000967773,10332,3,0,0,0,0
104019,0,0.220614998,38,0,0.074938342,10541,7,0,0,0,0
128733,0,0.9999999,30,0,0.032614413,1900,0,0,0,0,0
