SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30.59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60.89DaysPastDueNotWorse,NumberOfDependents
y,0.75443713,59,0,0.278095991,5062,6,0,1,0,0
y,0.026513151,67,0,460,,9,0,0,0,
y,0.9999999,39,2,0.676172196,3646,3,1,2,0,2
y,0.983281429,42,1,0.198278256,3600,2,0,0,0,3
y,0.283079658,65,1,0.745110214,3220,2,2,1,1,3
y,0.047660629,41,0,0.24371192,6400,11,0,1,0,2
y,0.794212219,53,0,0.433985839,2400,5,2,1,0,0
y,0.532624327,62,1,1155,,6,0,0,0,0
y,0.9999999,47,0,77,,1,2,0,2,0
y,1.022995401,30,0,0.612690504,6823,14,7,2,1,0
y,0.023629043,33,0,0.319518453,5066,15,0,2,0,0
y,0.944111776,50,2,0.673331532,3700,6,0,2,1,3
y,1.022996167,36,0,0.359238955,3100,4,0,1,2,1
y,0.893510815,54,1,0.05426945,5269,6,1,0,0,0
y,0.9999999,30,98,0,,0,98,0,98,0
y,0.231179214,31,1,0.02444842,5030,3,1,0,1,2
y,0.473301522,59,0,0.352312179,7200,23,0,1,0,0
y,0.9999999,32,0,0.445299145,1169,1,0,0,1,0
y,0.549688179,67,1,1.761292996,4825,15,0,2,0,0
y,1.201554692,27,3,0.264273504,2924,7,0,0,0,0
y,0.998143122,47,0,0.943189154,1548,5,0,1,0,0
y,0.870431894,25,0,0.329780147,1500,4,0,0,0,0
y,0.080387541,49,1,3540,,11,1,3,0,1
y,0.999796085,53,0,0.37924966,12500,9,0,2,0,0
y,0.039551451,60,0,1292,,15,0,3,0,
y,1.04361477,70,1,0.459259259,5804,7,1,1,0,0
y,0.755557822,44,0,0.245343423,3435,6,0,0,0,2
y,0.641910444,41,1,0.3156379,20833,11,0,3,0,0
y,0.1319297,57,0,0.21756487,5510,15,0,1,0,0
y,0.386406043,51,0,0.597476791,4200,10,0,1,0,3
y,0.9999999,41,0,0.868131868,1000,1,0,0,1,5
y,8.599600266,26,2,0.418904959,1935,2,0,0,0,2
y,0.960026649,26,2,0.201765775,3850,5,0,0,0,0
y,0.029795468,49,0,438,,14,1,0,0,0
y,0.999333777,49,1,0.102389878,8535,5,0,1,0,0
y,0.067296896,66,1,0.153105862,8000,25,0,0,1,0
y,0,47,0,0.328145266,3083,6,0,1,0,0
y,0.9999999,32,0,1494,,4,4,0,3,0
y,0.583846866,41,1,1.079788457,4348,23,0,1,0,3
y,0,79,2,0.494929296,7000,9,0,1,0,0
y,0.513582881,49,1,2.30620985,1400,16,0,1,0,0
y,0.067025238,56,4,3459,,5,3,1,4,2
y,0.97624016,61,1,0.7646582,3700,5,2,0,1,2
y,0,36,0,0.620919387,1500,8,0,1,0,1
y,0.62728137,63,0,0.446129395,15100,15,0,3,0,0
y,0.87406838,40,2,0.176905691,9733,12,0,0,0,4
y,0.767448806,79,3,0.657151152,20667,33,0,3,0,0
y,0.015289621,30,0,0.552889422,5000,4,0,2,0,2
y,0.927301041,66,2,0.326618379,4417,6,1,0,0,0
y,1.198880299,37,2,0.478664524,5600,6,3,1,3,3
y,0.741089284,51,2,0.152538607,9000,8,2,1,4,0
y,0.035312292,53,1,0.167230584,25712,22,1,2,0,0
y,0.553784861,55,0,1261,,4,0,1,2,0
y,0.276356421,68,1,0.430599171,7960,14,0,2,1,0
y,0.924430228,43,0,0.016424661,4200,2,0,0,0,0
y,0.513466551,32,0,0.028048598,6666,7,1,0,0,1
y,0.962410501,42,2,0.02344895,2046,3,0,0,0,0
y,0.26056397,50,3,0.538659478,8160,13,0,1,2,0
y,0.923313557,39,0,0.277674935,2700,4,0,0,1,1
y,1.404793609,41,0,0.438106439,3400,3,0,1,0,0
y,0.916062299,32,6,0.919080919,1000,14,0,0,1,0
y,0.88270391,60,0,0.417732986,8830,5,0,1,0,0
y,0.973421927,32,0,0.058577406,1672,2,1,0,0,0
y,1.122503329,34,2,1.800498753,400,3,1,0,2,1
y,0.995518014,49,1,0.586966094,2270,6,4,0,0,0
y,0.9999999,29,0,0.011157601,716,1,0,0,0,0
y,0.910699535,69,5,95.30092237,2601,14,1,2,5,1
y,0.306669147,49,3,2432,,9,0,2,0,0
y,0.9999999,62,1,0.687565091,4800,5,2,2,1,2
y,0.870532367,53,0,0.475634758,6340,5,0,2,0,3
y,0.9999999,39,0,1.436489607,1298,8,0,1,0,2
y,0.058415888,38,0,0.636022775,7200,13,0,1,0,2
y,0.612609333,53,2,1.09825019,9200,18,0,6,0,2
y,0.97064133,50,1,0.363528815,5916,10,1,0,2,2
y,0.9999999,35,0,2.044636909,1500,3,0,1,0,1
y,1.005994006,43,2,0.790984271,6166,8,0,2,0,1
y,0.9999999,35,0,0,2500,0,1,0,0,1
y,0.9999999,53,2,0.688007645,4185,3,8,1,1,1
y,0.9999999,35,1,0.107934055,3881,1,1,0,0,1
y,0.100613751,42,0,2097,,7,0,1,0,0
y,0.9999999,31,0,0.019423022,3500,0,3,0,0,0
y,0.666720858,50,0,0.103035578,18381,10,0,1,1,1
y,0.724413268,32,0,2857,,9,0,1,0,2
y,0.9999999,42,0,0,,0,1,0,0,
y,0.98350275,42,1,0.406785208,9166,5,2,1,1,2
y,0.554817276,35,2,19,,2,1,0,1,0
y,0.509933775,30,0,0.087353325,2300,1,0,0,0,0
y,0.002992763,39,0,0.470272278,35000,16,0,5,0,1
y,0.637436156,34,0,893,1,11,0,2,0,2
y,0.974266514,40,3,0.13130352,8407,5,3,0,1,1
y,0.9999999,37,1,0.171622327,3833,6,0,0,1,2
y,1.107309487,58,1,0.370136187,6167,10,0,1,0,1
y,0.968274663,31,0,0.145906228,2857,2,0,0,0,0
y,0.168541252,38,1,0.26881874,7000,12,0,1,0,1
y,0.407282256,41,5,0.553357161,7833,15,0,1,0,1
y,0.785764956,63,1,370,,3,0,0,0,0
y,0.114583742,61,0,0.220977902,10000,11,0,1,0,0
y,0.799868874,47,2,0.518716578,4300,6,0,2,0,0
y,0.152365749,43,0,1.167356227,4833,11,0,4,0,0
y,0.9999999,32,0,439,,1,0,0,0,3
y,0.172004951,56,0,0.030292188,8384,13,1,0,0,2
y,0.664650863,38,3,0.474342009,6800,15,1,2,0,3
y,0.519886981,42,0,0.400639744,2500,8,0,1,0,0
y,0.894611539,51,2,2.941529235,2000,31,4,4,0,0
y,0.307416803,50,0,0.272986865,1750,10,0,0,0,1
y,3.523238381,42,0,0.363212263,3000,10,0,0,0,1
y,1.272425249,41,2,0.451516161,3000,6,3,1,1,0
y,0.804884832,37,2,0.322413104,5005,23,0,0,0,2
y,0.690052859,64,0,1.155267579,4166,13,0,4,0,0
y,0.863052782,59,2,0.390243902,1598,7,1,0,1,0
y,0.813108598,30,0,0.300155521,4500,11,0,0,0,0
y,0.6679353,52,0,0.404119964,3300,4,0,1,1,2
y,0.9999999,50,0,0.004284694,4200,0,1,0,0,0
y,1.00762808,36,0,0.625688434,5083,18,8,1,0,1
y,0.995001136,37,0,0.321441843,2690,18,0,0,0,2
y,0.9999999,64,1,0.569518717,2243,7,0,1,2,0
y,0.208987091,73,0,344,,9,0,0,0,1
y,1.029169607,25,0,0.314345501,4300,18,0,1,1,0
y,0.656671013,67,3,0.242606907,14100,15,1,3,4,0
y,0.174451781,46,2,0.29476209,15425,14,0,4,0,1
y,0.9999999,58,6,3.972309396,5416,12,0,9,1,0
y,0.9999999,38,0,1950,,4,6,1,2,0
y,0.79152702,47,0,0.588043256,4900,10,0,1,0,1
y,0.900458142,26,1,0.082566462,3911,7,0,0,1,0
y,0.9999999,35,1,143,,1,2,0,0,0
y,0.138416335,66,0,4562,,8,0,2,0,0
y,0.727565449,47,0,0.469740027,9500,9,0,2,1,0
y,0.9999999,38,2,0.484141451,2742,3,1,1,0,3
y,0.08665926,54,0,0.20027688,2166,5,0,0,0,0
y,0.626471121,71,0,0.416940054,3352,18,1,0,0,0
y,1.079184163,62,1,0.506017404,5400,9,0,2,1,0
y,0.527248059,42,0,0.459423429,6000,6,0,2,0,2
y,0.9999999,40,0,0.237587471,3000,1,1,1,0,0
y,0.9999999,45,0,0.208924182,5288,8,0,0,0,1
y,0.962207558,58,0,0.795918367,440,5,0,0,1,1
y,1.071928072,40,1,0.336120705,5500,6,0,0,3,2
y,0.315238751,91,1,0.519949601,16666,28,0,0,0,0
y,0,25,0,0.101092896,1463,4,0,0,0,1
y,0.618229638,45,0,0.43232096,5333,8,0,2,0,0
y,0.741505663,43,2,0.182833217,5731,11,0,0,1,1
y,0.385790482,52,0,0.749711649,2600,11,0,1,0,1
y,0.9999999,63,0,0,,1,2,0,0,0
y,0.366772901,54,1,0.453672844,7500,21,0,1,0,0
y,0.11458731,61,1,0.647720175,1600,14,0,3,1,2
y,0.822411371,61,2,889,,3,0,0,4,0
y,0.319440025,46,3,0.295405856,4200,15,0,0,0,1
y,0.941176471,32,1,3461,,8,1,1,2,0
y,0.944384756,34,4,0.413171081,6984,6,1,1,1,2
y,0.9999999,42,0,1.766860949,1200,2,0,1,0,2
y,0.9999999,57,0,0.293761357,1650,3,0,0,0,1
y,0.506986028,42,1,0.2790491,4500,7,0,1,0,2
y,0.332839689,24,3,0.0756396,898,5,0,0,1,0
y,0.453716407,47,0,0.382463466,2394,4,0,0,0,1
y,1.001058699,34,0,0.426286509,2875,9,0,0,0,2
y,0.9999999,46,0,0,8500,0,0,0,0,3
y,0.9999999,36,0,0.031488395,6160,0,1,0,0,0
y,0.746659945,33,1,0.297250529,5200,9,1,0,0,4
y,0.680935812,47,0,0.982668977,7500,16,0,1,0,1
y,0.618768328,53,3,0.30831873,9700,9,0,1,0,1
y,0.366257545,51,1,0.701504611,6180,14,0,2,0,0
y,0.941670555,32,3,0.187953012,4000,10,0,0,1,0
y,0.252955252,59,0,0.238768164,7500,12,0,2,1,0
y,0.950166113,49,0,0.098757952,3300,2,0,0,1,3
y,0.884873589,25,0,0.320441989,3800,7,0,0,0,1
y,0.13977573,38,1,0.265213665,8166,4,0,1,0,0
y,0.591723714,33,0,0.639636364,5499,6,0,1,0,0
y,1.059788042,41,2,0.271556658,10483,7,2,1,0,3
y,0.565316203,64,2,0.953696396,3800,9,1,2,0,0
y,0.996627123,56,2,0.109125718,4700,11,0,0,0,1
y,0.9999999,62,1,0.363481644,4112,5,0,1,1,1
y,0.715222349,50,2,1.094740839,5266,7,0,1,0,4
y,0.044738099,33,0,0.483303339,5000,12,0,2,0,1
y,0.020147402,59,3,1.636170857,3300,17,1,6,1,0
y,0.018807495,49,4,0.310032092,7166,11,0,2,2,2
y,0.9999999,55,0,0,1163,0,1,0,0,2
y,0.91040823,56,3,0.180930842,8400,11,0,0,0,1
y,0.590720755,48,0,0.67450719,10500,20,0,5,0,0
y,1.010430248,32,1,0.313493866,2200,5,1,0,2,4
y,0.108536114,48,0,0.030409599,4833,6,0,0,1,0
y,0.905472637,26,0,0.077568972,2500,2,0,0,0,0
y,0.9999999,48,3,0.454627134,1112,3,1,0,0,0
y,0.122708716,52,0,0.433499354,5420,12,0,2,0,0
y,0.304269573,42,0,0.583317463,5250,7,1,1,0,2
y,0.9999999,55,0,0,1000,0,1,0,0,0
y,0.868657272,54,0,0.785553969,4900,15,1,2,0,0
y,0.462268866,33,0,0.336132773,5000,3,0,1,1,0
y,0.9999999,39,0,0.37881385,5833,2,0,1,0,0
y,1.93625498,39,0,1.184538653,400,2,0,0,3,2
y,1.141860298,49,1,0.778060503,3536,8,0,1,1,1
y,0.9999999,48,0,1.294539862,3900,9,0,2,0,2
y,0.992015968,39,0,0.392575928,5333,5,0,2,0,0
y,1.027782171,87,7,1.466539717,7351,14,3,3,5,1
y,0.502171498,59,0,0.495641838,2523,3,3,1,2,1
y,0.9999999,50,1,0.160661955,5800,2,0,0,0,0
y,1.023995201,29,0,0.225861095,1770,2,0,0,0,1
y,0.928791475,45,0,0.138312415,8046,7,0,0,0,2
y,0.9999999,46,1,0.753123438,2000,4,1,2,0,2
y,0.838923929,61,2,0.69924357,6609,10,0,2,1,1
y,0.943891214,57,3,0.837265094,2500,20,0,0,0,0
y,0.932441351,57,3,2.619747899,951,7,0,0,0,0
y,0.015084785,39,0,0.324879652,8516,14,3,1,0,1
y,0,91,0,18,,5,1,0,1,0
y,0.45840218,63,3,0.497859481,7941,13,0,2,0,0
y,0.824971241,47,1,0.777575537,8240,6,1,4,0,2
y,1.677857714,51,0,1.058661417,2539,9,4,2,5,0
y,0.085104371,57,1,1.361506015,6400,11,0,5,0,1
y,1.043912176,50,0,0.083194676,600,2,0,0,0,0
y,0,27,0,0.76538829,14653,8,0,3,0,0
y,1.067332983,45,2,0.108625162,6167,4,1,0,1,2
y,0.789605197,27,0,607,,2,0,0,0,0
y,0.440622694,52,0,0.292886402,20017,12,1,4,0,2
y,0.022141803,45,1,0.540429286,3400,8,0,1,0,2
y,0.735473758,58,2,0.824497768,3583,13,0,3,0,1
y,0.395118826,47,1,2887,,9,0,1,0,0
y,0.34644226,78,1,0.563145618,3000,5,0,2,0,0
y,0.9999999,36,0,929,,2,0,0,0,0
y,0.636307407,54,1,0.515296941,5000,10,0,1,0,0
y,0.906002725,70,0,0.726560389,3700,11,2,2,0,0
y,0.029985007,48,0,0.203399717,12000,4,0,1,1,0
y,0.9999999,29,0,40,,4,6,0,0,0
y,0.846794338,52,1,0.458304135,1426,8,1,0,0,4
y,0.983047164,62,1,0.617393229,4518,6,0,3,1,0
y,0.75128109,38,3,0.701099633,3000,7,1,1,1,2
y,0.93624527,44,2,0.363120691,11458,12,1,1,0,3
y,0.879282219,42,2,0.094055013,5634,3,2,0,0,2
y,0.429847682,50,1,0.857619321,8694,14,0,1,0,0
y,0.025586733,54,1,67,,6,0,0,0,0
y,1.043620502,32,1,0.025320846,5765,3,0,0,0,1
y,0.860082305,34,0,871,,8,0,0,0,0
y,0.9999999,45,2,0.324523098,4350,6,0,0,2,3
y,0.708234174,55,3,2459,,10,0,2,0,0
y,0.9999999,32,0,0,3086,0,2,0,0,3
y,0.57973267,32,1,2136,,10,0,2,0,0
y,0.99980004,34,0,0.397787705,4700,5,5,1,1,0
y,0.9999999,40,98,49,,0,98,0,98,0
y,0.096071141,47,0,0.220449144,20616,7,0,1,0,1
y,0.20959114,70,0,0.112881806,9788,10,1,1,0,0
y,0.011852414,61,0,0.011618481,3700,9,2,0,1,0
y,1.039946738,26,0,0.784107946,2000,11,0,0,0,0
y,0.814558059,48,2,0.800799467,1500,3,3,0,0,0
y,0.328029965,52,1,17.52481777,2880,14,0,1,0,0
y,0.948112034,39,0,0.823588206,2000,7,0,0,0,0
y,0.916726182,32,0,0.387227936,4180,9,3,0,0,1
y,0.868149281,41,0,2894,,11,0,2,1,0
y,0.194813757,48,0,0.271394295,3750,8,0,1,1,1
y,0.544953916,45,0,0.406966321,7808,12,0,2,0,1
y,1.035152827,39,0,0.9711511,3500,11,0,2,0,2
y,0.964143426,44,1,0.183980484,4918,6,0,0,1,1
y,0.776317669,39,0,4368,,12,0,4,0,0
y,0.99191193,48,0,0.599584067,6250,5,0,1,1,0
y,0.906187625,38,0,501,,4,1,0,0,0
y,0.957390146,57,4,0.276287285,6000,7,1,0,1,0
y,0.846307385,26,0,561,,7,0,0,0,0
y,0.9711511,34,5,0.505555556,4139,9,2,0,3,1
y,0.969784798,50,1,0.124511446,5372,9,1,0,0,2
y,0.839920949,39,1,0.925476603,7500,5,1,3,0,2
y,0.001271033,99,0,0.000461467,6500,15,0,0,0,0
y,1.034642965,49,5,0.580083831,7872,7,2,1,0,0
y,0.004374863,48,3,0.0059988,3333,15,2,0,0,2
y,0.9999999,59,0,0.199088723,7900,2,2,1,0,3
y,0.957569542,54,0,0.371125775,5000,11,2,1,1,2
y,0.9999999,50,1,0.073769581,9000,3,1,0,1,0
y,0.908081523,26,3,1.444854638,6500,22,1,4,8,0
y,0.147191343,60,0,0.451182939,3000,13,3,2,0,0
y,1.168010319,33,4,0.22697187,3625,10,1,0,0,0
y,0.549382386,29,1,0.370044997,14000,12,1,1,0,0
y,0.476717152,59,0,3792,,10,0,2,0,0
y,0.9999999,28,0,79,,2,0,0,0,0
y,0.524343717,60,4,0.865100375,18131,24,0,20,0,0
y,0.343354489,43,0,0.454961464,4151,22,0,1,0,1
y,0.010352118,60,0,0.17574124,3709,6,0,0,0,0
y,0.975756061,35,1,0.136070853,2483,7,0,0,1,0
y,0.9999999,40,1,3483,,7,1,3,0,
y,0.499464477,40,1,0.440311938,5000,5,0,2,0,2
y,0.885051987,70,0,0.836776258,3436,17,0,1,0,0
y,0.9999999,33,1,0.089740358,3966,2,1,0,0,2
y,0.9999999,36,0,0.012699788,60000,2,2,0,0,0
y,0.9999999,27,0,0,2000,0,1,0,1,0
y,0.196020166,38,0,0.508865485,7500,10,0,2,0,0
y,0.9999999,66,3,36,,4,0,0,0,0
y,0.774788624,43,0,0.18751179,5300,5,3,0,2,1
y,0.361190717,40,0,0.772556861,4000,19,0,2,0,3
y,0.291812018,42,0,0.425057494,10000,11,0,2,0,0
y,2.375415282,31,1,0.70100833,2280,3,0,1,1,0
y,0.322643631,44,2,0.057744028,6320,7,0,0,0,1
y,0.9999999,37,1,0.136345462,2500,2,4,0,0,1
y,0.178820724,51,0,0.185401217,12000,18,0,1,0,1
y,0,60,2,0.588565416,2850,5,0,1,1,2
y,0.9999999,36,0,0.530979347,1500,1,4,0,0,1
y,0.708335059,49,0,0.435007917,6946,8,0,2,0,0
y,0.722951803,29,1,0.353021354,2200,8,0,0,0,1
y,0.9999999,22,0,0.132275132,1700,1,1,0,0,0
y,1.135326197,29,1,626,,6,0,0,0,0
y,1.023294509,33,1,0.219471554,4200,3,1,1,0,1
y,0.023255138,27,0,0.138141576,5240,11,1,0,0,0
y,0.516053609,48,6,3969,,10,3,4,1,0
y,0.371207966,45,2,0.341180667,5606,12,0,1,0,1
y,1.253158406,35,1,0.05711786,8000,2,1,0,0,0
y,0.435085695,50,0,0.745512384,4400,13,0,1,0,2
y,0.9999999,57,0,0,5500,0,0,0,0,0
y,0.341938705,54,1,0.226431265,5833,6,0,0,0,1
y,1.001052078,54,0,0.371897875,5600,6,0,2,0,0
y,0.9999999,58,0,0.135549872,2736,1,0,0,0,0
y,0.822340792,53,0,0.498011809,8298,15,1,2,0,0
y,0.965206959,34,0,0.426416721,4640,9,0,1,0,0
y,0.9999999,25,1,0.147821947,4200,4,2,0,0,0
y,0.002307396,37,0,8956,,7,0,2,0,0
y,0.9999999,24,0,0.117773019,1400,6,3,0,0,0
y,0.908997811,45,0,1.419516097,5000,13,0,3,0,1
y,0.73835561,64,3,0.392008388,8583,8,0,3,0,1
y,0,60,2,1.043297252,1200,7,3,0,1,0
y,0.9999999,28,0,0.08622449,3919,1,1,0,0,1
y,0.9999999,62,0,0.370758123,2769,4,0,0,0,0
y,0.149804563,37,2,2329,,17,0,1,0,0
y,0.016814976,43,1,0.029509816,8098,6,0,0,1,0
y,0.567883426,54,0,1.078273592,4100,13,4,2,0,0
y,1.030498186,42,1,0.554281142,7497,12,0,1,0,3
y,0.298733454,35,0,1.316720505,6500,10,0,4,0,2
y,0.646587555,83,0,2214,,17,0,1,1,0
y,0.550898204,44,0,0.075291622,6600,5,1,0,1,1
y,0.925063095,29,3,0.286261165,2350,9,0,0,0,1
y,0.991002999,23,0,0.204530313,1500,2,0,0,0,0
y,0.798931375,46,1,0.794058264,10400,15,1,6,0,3
y,1.002173441,25,2,0.096737908,8000,4,0,0,0,0
y,0.9999999,28,0,157,,1,5,0,0,0
y,0.864003149,48,0,0.612596119,2730,12,0,1,0,0
y,0.249781752,33,0,0.357370095,7543,9,0,4,0,0
y,0.03036029,53,0,846,,11,0,1,0,0
y,1.390303453,39,2,0.345786747,3666,15,1,0,0,0
y,0.710978307,47,0,0.745798766,4700,11,0,2,0,3
y,1.006797695,31,0,992,,7,0,0,0,0
y,0.101265823,36,0,0.227738377,2537,9,2,0,0,1
y,1.878366638,51,1,1241,,4,2,2,2,0
y,0.785581845,42,0,1.457850489,4400,9,0,3,0,1
y,0.9999999,22,98,0,800,0,98,0,98,0
y,0.801388221,38,2,0.598042414,3064,9,0,0,0,3
y,0.378282844,68,2,0.592924891,7801,18,0,4,0,0
y,0.9999999,40,1,0.011248804,42848,1,0,0,0,0
y,0.9999999,55,1,0.268896015,2182,2,1,0,1,0
y,0.075511473,47,4,0.640670666,6500,8,0,1,0,3
y,0.9500998,24,0,0.03848076,2000,4,0,0,0,0
y,0.82394084,53,0,0.439491773,4800,13,0,0,0,0
y,0.8732507,44,0,0.021000763,51140,7,2,1,0,3
y,0.9999999,46,0,0.523432618,4800,2,0,1,0,2
y,0.9999999,34,1,0.749765698,3200,7,0,2,0,2
y,0.257638463,54,0,7955,,10,0,1,0,2
y,1.06448683,70,0,0.059512195,1024,1,1,0,0,0
y,0.066886412,39,1,0.191606163,5646,7,0,1,0,3
y,1.005165806,40,3,0.690551575,6000,8,0,2,0,4
y,0.226938653,50,0,0.281444782,6256,10,0,0,1,0
y,0.897489686,28,0,0.776111944,2000,8,0,0,0,0
y,0.9999999,27,0,0.162779629,2100,3,0,0,0,2
y,0.824701195,33,3,0.118051084,4658,4,0,0,0,2
y,1.192012289,42,2,0.449278268,4987,5,3,2,2,2
y,0.03512061,78,2,1567,,9,0,1,2,0
y,0.9999999,24,98,54,,0,98,0,98,0
y,0.9999999,62,0,0.059927456,6340,1,0,0,1,2
y,0.508245877,38,2,0.017549123,6666,6,0,0,0,1
y,0.072021361,65,1,0.312027726,17600,16,0,3,0,0
y,0.062843737,84,0,448,,6,0,0,0,0
y,0.9999999,27,0,0.014520202,1583,1,0,0,0,1
y,1.002038736,59,0,0.35920019,4200,4,0,1,0,0
y,0.9999999,64,1,190,,0,8,0,0,0
y,1.033621373,35,0,0.504872107,3283,7,0,0,0,1
y,0.970553634,41,1,0.36744777,7083,10,0,1,0,0
y,0.221517106,41,0,0.589184206,6508,14,0,1,0,1
y,0.435144894,29,0,0.52892562,2298,6,0,1,0,1
y,0.528336156,45,0,0.431625904,6500,12,0,2,0,3
y,0.767116442,52,1,0.721561969,5300,12,3,2,4,1
y,0.725025271,54,1,0.742984205,6520,10,0,2,0,1
y,0,41,0,5655,,11,0,6,0,1
y,0.9999999,45,0,0.016935319,4900,0,0,0,0,0
y,0.683077466,62,2,0.195707816,5078,3,1,0,0,2
y,0.648226066,34,0,0.27063879,12100,12,0,2,0,0
y,1.528239203,52,1,0.82738702,2942,4,1,1,1,3
y,0.522799317,46,4,0.182233648,3500,5,0,0,1,2
y,0.680161943,47,4,0.378735696,9000,7,0,1,0,2
y,0.960313121,64,0,0.77814806,4200,11,0,1,0,1
y,0.534189174,46,2,0.293285693,6716,11,1,2,0,1
y,0.973428509,48,0,0.637963648,12158,16,0,3,0,4
y,0.9999999,41,1,0.129558541,3125,3,1,0,1,3
y,0.957100422,49,1,1.427800998,7416,17,0,9,1,3
y,0.304845568,49,0,0.535824294,7466,14,0,2,0,5
y,0.9999999,54,0,3035,,4,4,2,0,0
y,0.635720859,68,1,0.218071277,25000,27,0,3,0,0
y,0.657785231,55,2,0.530689568,3958,11,0,2,0,0
y,0.942867953,44,1,0.459621597,6500,16,0,1,0,3
y,0.904260915,42,1,0.140062435,4804,9,0,0,0,1
y,0.9999999,24,98,0,1100,0,98,0,98,0
y,1.02055968,55,1,0.339822158,4160,5,0,1,1,0
y,0,27,1,0.179410295,2000,5,0,0,1,0
y,0.942316929,56,0,0.435841512,2750,5,0,0,0,0
y,0.9999999,63,0,0.544984933,4645,3,0,1,3,1
y,0.964603399,51,1,586,,10,0,0,0,
y,0.9999999,29,0,0.049146189,2400,3,1,0,0,0
y,1.202457821,65,4,0.258339511,2697,15,0,0,0,0
y,0.988712349,30,0,0.145742832,4603,3,0,0,0,1
y,0.944111776,47,1,0.160528935,7032,3,1,1,1,2
y,0.236020979,52,0,0.53312,6249,12,0,1,0,1
y,0.333333333,33,1,0.125720877,2600,3,1,0,0,1
y,0.865814437,54,1,0.361725664,8135,11,0,2,3,2
y,0.968763418,53,0,0.735305878,2500,14,0,2,0,1
y,0.9999999,24,98,20,,0,98,0,98,0
y,0.882242657,38,5,0.363772705,6000,9,0,1,0,0
y,0.976047904,50,2,0.130284609,7237,3,3,1,1,1
y,0.051810843,55,1,0.290341932,5000,12,0,1,1,0
y,0.439892709,32,0,0.391797346,4144,4,0,2,1,4
y,0.422890049,44,0,0.090126371,7200,9,0,0,0,2
y,1.329024677,55,3,0.294877135,2400,5,1,0,1,0
y,0.9999999,53,0,0.250128403,7787,1,0,1,1,1
y,0.569051581,23,0,10,,1,0,0,0,0
y,0.218347815,58,0,0.57587726,6582,14,0,1,1,0
y,0.779240326,38,4,0.458613342,6100,12,0,0,0,2
y,0.906450201,67,1,0.53982808,3489,10,0,1,0,0
y,0.975062344,45,1,0.143433955,5200,3,0,0,0,4
y,1.311352682,62,1,0.214431309,4905,3,3,0,0,0
y,0,37,1,5.840319361,500,6,0,1,0,3
y,0.937098534,40,0,1684,,2,1,1,1,0
y,0.216117413,66,0,0.517122103,2890,12,0,1,0,2
y,0.9999999,62,1,1323,,6,0,2,0,0
y,0.645177411,26,0,0.168842472,2297,2,0,0,0,0
y,0.807192807,28,1,0.320956801,2800,5,1,0,3,0
y,0.21608863,44,0,0.568799,8800,15,0,1,0,2
y,0.718658668,46,0,5932,,6,0,2,0,2
y,0.399228682,42,1,0.376005852,4100,10,0,1,0,0
y,1.215568862,58,0,0.159325638,6583,2,1,1,1,1
y,0.775514892,50,1,0.035308822,9600,12,0,0,0,0
y,0.951012247,36,2,1.244311652,4350,6,0,5,0,0
y,0.880010256,46,0,0.673028857,4400,13,0,2,0,1
y,0.095872977,33,0,0.323261497,4500,7,3,1,0,0
y,0.629887055,39,0,380,,4,1,0,0,3
y,0.368015675,43,0,0.27560071,6200,19,0,1,0,0
y,1.446327684,45,1,0.423547664,5800,12,2,2,2,0
y,0.648918911,43,3,0.631462118,17118,23,1,8,1,1
y,0.822650536,41,0,0.855485935,7500,9,0,2,0,1
y,0.760592041,62,0,1.077967587,6848,16,0,2,0,0
y,0.9999999,47,0,143,,0,4,0,0,0
y,0.9999999,37,0,0.085646888,5510,2,0,0,0,1
y,0.833138638,48,0,2204,,8,2,1,0,0
y,1.091816367,31,1,0.048433681,4500,3,0,0,0,0
y,0.496733479,33,1,0.320852296,4833,7,0,2,0,1
y,0.9999999,27,1,0.079787234,2819,0,1,0,1,1
y,0.9999999,48,1,0.079457961,3246,3,0,0,0,4
y,0.164732976,61,3,0.369371598,8083,23,0,1,1,0
y,0.604276775,42,1,0.678264347,5000,17,0,1,1,2
y,0.852603511,62,2,0.220524369,6216,9,0,0,1,2
y,1.036422067,34,1,0.598782873,4600,6,3,1,2,0
y,0.576986595,44,0,4160,,14,0,2,0,2
y,0.775522569,32,1,0.129103188,6366,5,1,0,0,1
y,0.591321334,42,1,0.389230319,6833,13,0,1,0,2
y,0.796673247,43,1,0.642470282,14216,11,0,4,0,2
y,0.224710924,55,0,0.057234801,8700,7,0,0,0,0
y,0.999384805,40,1,0.155477855,4289,8,1,0,1,1
y,0.828268046,42,4,9638,,14,0,4,1,1
y,0.647847823,41,3,0.578016086,5594,5,1,1,0,3
y,0.429311621,40,0,0.160262418,3200,4,1,0,0,4
y,0.197698037,27,1,0.442951713,5135,11,0,2,0,1
y,0.204504614,39,0,0.207267833,5200,9,0,0,0,0
y,0.768403009,35,0,4322,,11,0,2,0,0
y,0.814600339,53,0,0.695305378,8775,9,0,1,0,1
y,0.9999999,56,0,0.183962264,3391,1,2,0,0,0
y,0.097180092,38,2,0.183618535,5200,10,0,1,0,0
